"atletas.atleta_id","nome","atletas.posicao_id","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti"
38140,"Fernando Buttenbender Prass","gol",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38144,"Márcio Rafael Ferreira de Souza","lat",7,7,0,0,4,0,0,7,3,7,2,0,0,0,0,0,0,0,0
38162,"Frederico Chaves Guedes","ata",15,14,3,4,12,1,8,2,4,22,2,0,0,1,0,0,0,0,0
38196,"Maicon Thiago Pereira de Souza","mei",15,6,1,2,2,0,0,7,3,18,2,0,0,0,0,0,0,0,0
38229,"Fábio Santos Romeu","lat",15,11,0,1,12,2,0,8,1,21,0,3,0,0,0,0,0,0,0
38231,"Diego Tardelli Martins","ata",15,4,8,3,9,1,3,6,0,26,0,0,0,0,0,0,0,0,0
38277,"Thiago Neves Augusto","mei",15,11,8,14,7,4,2,2,4,18,2,0,0,1,0,0,0,0,0
38279,"Wellington Pereira do Nascimento","ata",15,26,8,10,18,3,6,6,2,11,1,0,0,1,0,0,0,0,0
38287,"Roger Rodrigues da Silva","ata",4,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38311,"Márcio Rodrigues Araújo","mei",15,18,3,6,18,0,0,40,2,19,0,0,0,0,0,0,0,0,0
38315,"Jadson Rodrigues da Silva","mei",15,3,0,3,1,0,0,0,2,12,1,0,0,0,0,0,0,0,0
38336,"Adriano Correia Claro","lat",4,1,0,1,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0
38394,"Thiago Heleno Henrique Ferreira","zag",15,2,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
38421,"Rafael da Silva Francisco","mei",4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
38431,"Diego Cavalieri","gol",15,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
38451,"Carlos Andrade Souza","lat",15,3,5,5,8,1,0,17,0,35,0,5,0,0,0,0,0,0,0
38505,"Leandro Castan da Silva","zag",15,3,1,1,8,2,1,8,2,7,0,2,0,0,0,0,0,0,0
38509,"Diego Alves Carreira","gol",15,0,0,0,0,0,0,1,0,5,0,2,17,0,14,0,0,0,2
38515,"Marcos Roberto da Silva Barbosa","zag",15,10,0,7,5,0,1,15,2,19,0,0,0,0,0,0,0,0,0
38523,"Edílson Mendes Guimarães","lat",15,7,0,2,4,0,0,7,1,8,0,1,0,1,0,2,0,0,0
38545,"Felipe Melo de Carvalho","mei",11,11,2,5,10,1,0,4,4,11,0,0,0,0,0,1,0,0,0
38573,"Nílton Ferreira Júnior","mei",15,9,0,2,6,0,0,7,3,11,0,0,0,0,0,0,0,0,0
38632,"Matheus Ferraz Pereira","zag",15,7,4,3,2,1,1,11,1,6,0,0,0,0,0,0,0,0,0
38648,"Anderson Hernanes de Carvalho Andrade Lima","mei",15,9,8,8,13,1,1,9,2,11,4,0,0,0,0,0,0,0,0
38738,"Douglas dos Santos","mei",15,1,0,2,3,0,2,1,1,14,0,0,0,0,0,0,0,0,0
38750,"Filipe Luís Kasmirski","lat",4,6,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0
38909,"Diego Ribas da Cunha","mei",15,10,6,7,16,0,0,9,5,25,0,0,0,2,0,0,0,1,0
38910,"Ricardo de Oliveira","ata",15,11,7,7,11,2,1,4,0,10,2,0,0,1,0,0,0,1,0
38913,"Anderson Luiz de Carvalho","mei",15,6,1,1,6,1,0,2,0,9,1,0,0,0,0,1,0,0,0
38939,"Daniel Alves da Silva","lat",4,2,1,1,3,1,0,0,0,4,0,1,0,0,0,0,0,0,0
38959,"Vagner Silva de Souza","ata",15,13,2,5,22,2,5,7,2,15,0,0,0,0,0,0,0,0,0
39572,"José Renato da Silva Júnior","ata",15,0,2,3,9,0,0,1,0,2,0,0,0,0,0,0,0,0,0
40006,"Abel Carlos da Silva Braga","tec",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41327,"Vanderlei Luxemburgo da Silva","tec",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41929,"Renato Portaluppi","tec",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42116,"Willian Gomes de Siqueira","ata",11,2,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0
42145,"Egídio de Araújo Pereira Júnior","lat",15,6,3,1,8,0,1,17,0,32,1,2,0,0,0,0,0,0,0
42208,"André Francisco Moritz","mei",15,1,1,3,2,0,0,1,0,11,0,0,0,0,0,1,0,0,0
42222,"Osvaldo Lourenço Filho","ata",15,8,3,2,4,1,0,5,1,16,2,0,0,0,0,1,0,0,0
42232,"William José de Souza","mei",15,2,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0
42234,"Cássio Ramos","gol",15,0,0,0,2,0,0,0,3,4,0,6,15,0,7,0,0,0,0
42411,"Alexi Stival","tec",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42467,"Madson Formagini Caridade","mei",15,2,1,6,11,0,0,3,0,14,0,0,0,0,0,0,0,0,0
42477,"Maurício Donizete Ramos Júnior","zag",6,4,0,1,5,0,0,3,0,5,0,2,0,0,0,0,0,0,0
42491,"Márcio Gonzaga de Azevedo","lat",15,13,0,0,12,0,0,6,3,24,2,5,0,0,0,0,0,0,0
42499,"Bruno Vieira do Nascimento","lat",15,6,0,1,4,0,0,3,1,9,0,3,0,0,0,0,0,0,0
42500,"Fagner Conserva Lemos","lat",15,10,1,2,18,0,0,20,2,35,2,6,0,0,0,0,0,0,0
42501,"Luiz Rhodolfo Dini Gaioto","zag",15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43618,"Luiz Felipe Scolari","tec",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47134,"Sebastião Sousa Costa","mei",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49651,"Ernando Rodrigues Lopes","zag",15,2,0,0,4,1,0,4,0,3,0,4,0,1,0,0,0,0,0
49673,"Júlio César Jacobi","gol",15,0,0,0,0,0,0,0,0,0,0,1,9,0,10,0,0,0,0
49675,"Alexandre Rodrigues da Silva","ata",15,8,5,12,18,5,5,9,0,21,0,0,0,0,0,0,0,0,0
50293,"Ramires Santos do Nascimento","mei",7,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
50294,"Guilherme Milhomem Gusmão","mei",14,3,0,0,2,0,0,2,2,6,0,0,0,0,0,0,0,0,0
50301,"Everton Cardoso da Silva","mei",15,24,2,2,9,1,5,10,3,16,2,0,0,0,0,0,0,0,0
50307,"Adilson Warken","mei",9,4,0,2,4,1,0,14,1,3,0,0,0,0,0,0,0,0,0
50313,"Elicarlos Souza Santos","mei",15,9,2,5,4,0,0,7,1,11,0,0,0,0,0,0,0,0,0
50317,"David Braz de Oliveira Filho","zag",7,2,1,2,1,1,0,3,0,5,0,0,0,0,0,0,0,0,0
50324,"Hudson Rodrigues dos Santos","mei",15,21,4,1,9,1,1,20,2,14,1,0,0,0,0,0,0,0,0
50328,"Marcelo Oliveira Ferreira","zag",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50402,"Kayke Moreno de Andrade Rodrigues","ata",15,13,5,14,5,6,3,3,3,23,2,0,0,0,0,0,0,0,0
50407,"Marco Antonio de Mattos Filho","mei",7,8,1,1,2,0,1,5,0,5,0,0,0,0,0,0,0,0,0
50408,"Breno Vinicius Rodrigues Borges","zag",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50459,"Leonardo Renan Simões de Lacerda","zag",15,14,0,0,4,0,0,15,1,11,0,3,0,0,0,0,0,0,0
50645,"Carlos Eduardo Santos Oliveira","lat",15,9,0,0,11,0,0,14,1,22,1,3,0,0,0,0,0,0,0
50856,"Henrique Adriano Buss","zag",13,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
50877,"Pedro Ken Morimoto Moreira","mei",15,7,0,0,8,0,0,6,1,1,0,0,0,0,0,0,0,0,0
51042,"Luiz Diallison de Souza Alves","lat",15,24,3,3,10,0,1,6,3,30,0,4,0,0,0,0,0,0,0
51194,"Rafael Pereira dos Santos","zag",15,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0
51413,"Walter Leandro Capeloza Artune","gol",15,0,0,0,1,0,0,0,0,2,0,2,7,0,1,0,0,0,0
51415,"Roger de Carvalho","zag",15,5,0,3,3,0,0,5,0,24,0,2,0,0,0,0,0,0,0
51495,"Tiago dos Santos Alves","zag",15,3,0,1,1,1,1,4,0,9,0,1,0,0,0,0,0,0,0
51700,"Thiago Carleto Alves","lat",15,4,2,1,2,0,0,2,0,16,0,2,0,0,0,0,0,0,0
51772,"Everton Augusto de Barros Ribeiro","mei",15,12,4,3,20,1,1,15,1,42,3,0,0,0,0,0,0,0,0
52190,"Ralf de Souza Telles","mei",15,9,1,1,17,0,0,25,1,16,0,0,0,1,0,0,0,0,0
52253,"Réver Humberto Alves Araújo","zag",15,2,2,4,6,0,1,22,0,17,0,3,0,1,0,0,0,0,0
52558,"Bruno César Zanaki","mei",15,5,0,1,12,2,1,1,1,10,0,0,0,0,0,0,0,1,0
52618,"Anderson Vieira Martins","zag",15,7,0,0,1,0,0,8,3,7,0,2,0,0,0,0,0,0,0
52674,"Gilson Gomes do Nascimento","lat",15,12,0,1,10,0,0,11,2,24,0,4,0,0,0,1,0,0,0
52950,"Victor Leandro Bagy","gol",15,0,0,0,0,0,0,0,1,7,0,1,17,0,11,0,0,0,0
54395,"Elias Mendes Trindade","mei",15,15,2,2,11,1,0,18,1,41,1,0,0,1,0,1,0,0,0
60791,"Wanderley de Jesus Sousa","mei",15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60819,"Anderson Vital da Silva","zag",15,10,4,6,12,2,0,22,2,28,0,4,0,0,0,0,0,0,0
60852,"Uendel Pereira Gonçalves","lat",15,9,1,3,2,0,3,11,0,10,0,2,0,0,0,0,0,0,0
60969,"Patric Cabral Lalau","lat",15,18,1,5,2,0,0,6,3,23,1,3,0,0,0,0,0,0,0
61033,"Rodrigo Eduardo Costa Marinho","mei",15,3,1,3,7,1,1,4,2,9,0,0,0,0,0,0,0,0,0
61149,"Lucca Borges Brito","ata",5,8,4,3,10,0,0,3,1,7,0,0,0,0,0,0,0,0,0
61188,"Gilberto Oliveira Souza Júnior","ata",15,7,4,10,6,7,4,8,0,14,2,0,0,0,0,0,0,0,0
61211,"Carlos Cesar Neves","lat",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61228,"Fabrício Barros Santana","gol",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,"Airton Ribeiro Santos","mei",15,6,0,0,9,0,0,4,2,6,0,0,0,0,0,1,0,0,0
62009,"Fernando Camilo Farias","mei",14,10,6,8,10,0,2,7,1,25,3,0,0,0,0,0,0,0,0
62023,"Andrés Nicolas D'Alessandro","mei",15,0,4,4,6,1,3,1,0,33,1,0,0,0,0,0,0,1,0
62033,"José Fernando Viana de Santana","ata",15,4,6,12,11,2,4,5,0,9,0,0,0,0,0,1,0,0,0
62047,"Jean Raphael Vanderlei Moreira","mei",11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62057,"Leandro Rosa Souza","zag",9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
62086,"Marcos Rogério Ricci Lopes","lat",14,7,0,0,5,0,0,9,3,10,0,2,0,0,0,0,0,0,0
62104,"Róbson Michael Signorini","mei",15,16,2,7,11,1,0,10,4,54,1,0,0,0,0,0,0,0,0
62121,"Vanderlei Farias da Silva","gol",15,0,0,0,2,0,0,0,0,4,0,3,15,0,6,0,0,0,0
62128,"Walter Henrique da Silva","ata",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62129,"Wellington Aparecido Martins","mei",15,19,0,0,3,0,0,6,4,25,0,0,0,0,0,0,0,0,0
62137,"Enderson Alves Moreira","tec",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62968,"Maicon Marques Bitencourt","ata",15,2,0,1,2,0,1,2,1,3,2,0,0,0,0,0,0,0,0
62974,"Werley Ananias da Silva","zag",15,4,3,0,1,0,2,0,0,5,0,0,0,0,0,0,1,0,0
62977,"Paulo Henrique Chagas de Lima","mei",15,9,6,10,14,1,0,10,4,33,0,0,0,0,0,0,0,0,0
63013,"Marcos Luis Rocha Aquino","lat",11,16,0,3,10,1,0,22,1,22,1,3,0,0,0,0,0,0,0
63058,"Willian Roberto Farias","mei",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63082,"Rodolfo Alves de Melo","gol",15,0,0,0,1,0,0,0,0,5,0,0,7,0,12,0,0,0,0
63110,"Alan Luciano Ruschel","lat",15,16,2,1,14,0,0,4,3,8,0,1,0,0,0,0,0,0,0
63128,"Douglas Silva Bacelar","zag",15,15,0,4,2,0,0,6,5,9,0,2,0,0,0,0,0,0,0
63158,"Moisés Lima Magalhães","mei",6,5,1,2,2,0,0,4,1,4,0,0,0,0,0,0,0,0,0
63178,"Cícero dos Santos Bezerra","mei",15,14,2,3,14,0,0,16,3,21,0,0,0,0,0,0,0,0,0
63194,"Carlos Emiliano Pereira","lat",15,21,3,6,9,1,1,26,2,25,1,1,0,0,0,1,0,0,0
63219,"Luan Madson Gedeão De Paiva","mei",15,16,3,7,19,0,0,22,2,33,1,0,0,0,0,0,0,1,0
63289,"Edenílson Andrade Dos Santos","mei",15,10,3,1,10,3,0,8,3,24,1,0,0,0,0,0,0,0,0
63354,"Rodrigo Modesto da Silva Moledo","zag",15,2,1,1,1,1,0,7,0,3,0,2,0,0,0,0,0,0,0
63422,"Jucilei da Silva","mei",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68690,"André Felipe Ribeiro de Souza","ata",15,10,4,4,11,1,3,6,1,11,1,0,0,1,0,0,0,1,0
68693,"Pablo Estifer Armero","lat",4,6,0,0,0,0,0,2,0,10,0,2,0,0,0,0,0,0,0
68696,"Bergson Gustavo Silveira da Silva","ata",15,10,5,8,9,0,4,4,1,9,0,0,0,0,0,0,0,0,0
68698,"Bruno César Pereira da Silva","mei",15,12,1,2,10,0,0,16,2,12,0,0,0,0,0,0,0,0,0
68727,"José Rodolfo Pires Ribeiro","lat",15,12,2,2,4,0,0,11,1,26,0,4,0,1,0,0,0,0,0
68770,"Guilherme de Aguiar Camacho","mei",15,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
68773,"Henrique Almeida Caixeta Nascentes","ata",6,1,0,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0
68800,"Maximiliano Gastón López","ata",5,13,1,0,6,2,2,1,1,8,0,0,0,0,0,0,0,0,0
68808,"Severino do Ramo Clementino da Silva","lat",15,12,3,4,14,0,0,16,3,23,2,4,0,0,0,0,0,0,0
68817,"Jonathan Doin","zag",15,8,0,0,2,0,0,6,1,2,0,1,0,0,0,0,1,0,0
68821,"Rafael Galhardo de Souza","lat",15,1,0,0,1,1,1,1,0,8,0,1,0,0,0,0,0,0,0
68834,"Francisco Rithely da Silva Sousa","mei",15,10,1,2,6,0,0,15,0,11,1,0,0,0,0,0,0,0,0
68872,"Marcelo Lomba do Nascimento","gol",15,0,0,0,4,0,0,0,0,0,0,5,20,0,11,0,0,0,0
68873,"Paulo Victor Mileo Vidotti","gol",15,0,0,0,1,0,0,0,0,9,0,4,12,0,10,0,0,0,0
68886,"Rodrigo Júnior Paula Silva","zag",15,6,0,1,3,0,1,9,1,6,0,0,0,0,0,1,0,0,0
68887,"Welington Pereira Rodrigues","zag",15,7,3,5,11,1,2,8,0,32,0,3,0,0,0,0,0,0,0
68895,"Wellington Alves da Silva","ata",15,1,3,3,16,1,0,4,0,15,0,0,0,0,0,0,0,0,0
68896,"Ramon de Morais Motta ","lat",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68901,"Rodrigo Pimpão Viana","ata",15,18,4,7,4,0,2,11,5,32,2,0,0,0,0,0,0,0,0
68911,"Diego Souza de Andrade","ata",15,18,6,5,20,3,6,4,1,26,1,0,0,1,0,0,0,0,0
68920,"Eduardo Pereira Rodrigues","ata",11,7,7,15,41,5,3,7,1,23,0,0,0,0,0,0,0,0,0
68923,"Carlos Gilberto do Nascimento Silva","zag",7,4,0,3,1,0,2,4,2,4,0,3,0,0,0,0,0,0,0
68925,"Leonardo Fabiano da Silva e Silva","zag",15,1,0,0,4,0,0,3,2,1,0,0,0,0,0,0,0,0,0
68928,"Rafael Pires Monteiro","gol",15,0,0,0,1,0,0,0,0,1,0,1,5,0,6,0,0,0,0
68930,"Welker Marçal de Almeida","ata",15,9,4,5,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0
68938,"Giovanni Augusto Oliveira Cardoso","mei",15,16,6,8,15,0,0,14,1,37,1,0,0,0,0,1,0,0,0
68942,"Luciano Castán da Silva","zag",15,10,0,1,3,0,0,16,5,26,0,6,0,0,0,0,0,0,0
68950,"Ronaldo Luiz Alves","zag",15,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68952,"Mário Sérgio Santos Costa","ata",15,13,9,5,13,1,1,7,2,15,1,0,0,1,0,0,0,0,0
68954,"Marcos Gabriel do Nascimento","mei",15,3,3,0,7,0,0,6,0,11,0,0,0,0,0,0,0,0,0
68956,"Ernandes Dias Luz","lat",11,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0
68987,"João Vitor Lima Gomes","mei",5,10,0,0,2,0,0,14,2,7,0,0,0,0,0,0,0,0,0
69008,"Hélio Hermito Zampier Neto","zag",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69010,"João Carlos Heidemann","gol",15,1,0,0,1,0,0,0,0,1,0,1,1,0,2,1,0,0,0
69012,"Aderbar Melo dos Santos Neto","gol",15,1,0,0,2,0,0,0,1,13,0,5,14,0,10,0,0,0,0
69014,"Manoel Messias Silva Carvalho","zag",15,8,0,3,3,1,0,19,1,15,0,7,0,0,0,0,1,0,0
69022,"Marcelo Cirino da Silva","ata",15,8,6,6,11,4,4,5,0,17,1,0,0,0,0,0,0,0,0
69040,"Vladimir Orlando Cardoso de Araújo Filho","gol",15,0,0,0,1,0,0,0,2,1,0,3,21,0,18,0,0,0,0
69041,"Muriel Gustavo Becker","gol",7,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0
69047,"Paulo Roberto da Silva","mei",15,5,0,1,7,0,0,2,0,7,0,0,0,0,0,0,0,0,0
69051,"Danilo Fernandes Batista","gol",15,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0
69138,"Pablo Felipe Teixeira","ata",15,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
69141,"Ricardo Bueno da Silva","ata",15,18,5,6,8,3,8,8,2,14,2,0,0,0,0,0,0,1,0
69161,"Mauro Boselli","ata",15,2,3,4,3,2,1,1,1,6,1,0,0,0,0,0,0,0,0
69177,"Leonardo Moreira Morais","lat",7,8,0,3,9,0,0,9,2,9,1,1,0,0,0,1,0,0,0
69288,"Rodolfo Vicente Gamarra Varela","ata",7,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
69705,"Maycon Vinícius Ferreira da Cruz","mei",15,7,9,11,9,1,0,5,2,11,1,0,0,0,0,0,0,0,0
70009,"Romulo Borges Monteiro","mei",15,17,1,3,8,1,0,9,2,14,0,0,0,0,0,0,0,0,0
70046,"Victor Ferraz Macedo","lat",15,5,3,3,9,0,1,19,2,37,1,7,0,0,0,0,0,0,0
70116,"Fellipe Ramos Ignez Bastos","mei",15,3,0,6,1,0,0,9,1,5,0,0,0,0,0,0,0,0,0
70132,"Alan Santos da Silva","mei",15,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
70161,"Jones da Silva Lopes","ata",4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
70222,"Sidney Aparecido Ramos da Silva","gol",15,0,0,0,0,0,0,0,0,6,0,0,8,0,8,0,0,0,0
70360,"Eduardo Colcenti Antunes","ata",15,9,5,10,12,7,1,17,1,24,0,0,0,2,0,0,0,0,0
70666,"Marllon Gonçalves Jerônimo Borges","zag",15,1,0,1,7,0,0,3,1,4,0,1,0,0,0,0,0,0,0
70696,"Fábio Luiz Carille de Araújo","tec",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70784,"Joao Robin Rojas Mendoza","ata",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70800,"Jorge Sampaoli","tec",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70820,"Cristian Óscar Maidana","mei",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70916,"Diogo Barbosa Mendanha","lat",11,11,2,2,8,0,0,29,2,8,0,3,0,0,0,0,0,0,0
70925,"Wescley Gomes dos Santos","mei",15,2,0,0,3,0,1,1,1,8,0,0,0,0,0,0,0,0,0
70934,"Jackson de Souza","zag",15,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
70944,"Bruno Henrique Corsini","mei",11,16,1,3,9,1,0,9,0,19,0,0,0,0,0,0,0,0,0
70986,"Leonardo Cittadini","mei",15,10,3,6,10,1,0,8,1,9,0,0,0,0,0,0,0,0,0
71019,"Bryan Jafet Ruíz González","mei",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71042,"Augusto César dos Santos Moreira","mei",15,17,4,2,10,0,2,8,0,16,2,0,0,0,0,0,0,0,0
71043,"Leonardo da Silva Vieira","gol",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71113,"Felipe de Oliveira Silva","mei",15,1,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0
71116,"Roberto Heuchayer Santos de Araújo","lat",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71162,"Vinícius Goes Barbosa de Souza","mei",15,8,6,9,9,2,0,7,2,30,0,0,0,1,0,0,0,0,0
71224,"Jorge Fernando Pinheiro de Jesus","tec",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71479,"Luis Oscar González","mei",15,8,2,3,2,1,0,3,0,8,0,0,0,0,0,0,0,0,0
71549,"Kelvin Mateus de Oliveira","ata",15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71571,"Fernando Miguel Kaufmann","gol",15,0,0,0,1,0,0,0,1,4,0,3,10,0,8,0,0,0,0
71604,"Fábio Pizarro Sanches","zag",15,1,0,0,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0
71631,"Weverton Pereira da Silva","gol",11,0,0,0,3,0,0,0,0,4,0,3,13,0,9,0,0,0,0
71667,"Geovane Batista de Faria","mei",15,33,1,8,8,0,0,20,3,32,0,0,0,0,0,0,0,0,0
71680,"Raúl Alejandro Cáceres Bogado","lat",15,9,1,0,1,0,1,1,0,4,0,1,0,0,0,0,0,0,0
71684,"Gustavo Raúl Gómez Portillo","zag",11,2,2,0,7,1,0,5,3,5,0,1,0,0,0,0,0,0,0
71704,"Andrés Ramiro Escobar Díaz","ata",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71709,"Gustavo Leonardo Cuellar Gallego","mei",15,11,1,2,4,0,0,32,2,13,0,0,0,0,0,0,0,0,0
71719,"Elton Junior Melo Ataíde","mei",15,19,1,4,0,0,0,18,1,15,0,0,0,0,0,0,0,0,0
71724,"Agenor Detofol","gol",15,0,0,0,3,0,0,0,0,1,0,1,9,0,7,1,0,0,0
71787,"Pedro Julião Azevedo Junior","mei",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71829,"Ocimar de Almeida Júnior","mei",15,16,5,5,13,0,1,17,2,20,0,0,0,0,0,0,0,0,0
71844,"Thiago Galhardo do Nascimento Rocha","mei",15,11,8,8,18,7,0,14,1,31,1,0,0,1,0,0,0,0,0
71882,"Diogo José Gonçalves da Silva","gol",15,0,0,0,5,0,0,0,2,4,0,3,28,0,13,0,0,0,0
71920,"Michel Ferreira dos Santos","mei",15,11,2,1,0,0,0,21,1,9,0,0,0,0,0,0,2,0,0
71937,"Paulo Roberto Valoura Júnior","mei",15,23,7,11,11,2,0,23,2,31,3,0,0,0,0,0,1,0,0
72018,"Tiago Luis Volpi","gol",15,0,0,0,3,0,0,0,0,11,0,6,22,0,9,0,0,0,0
72033,"Cassiano Dias Moreira","ata",11,13,3,7,15,0,3,3,1,10,0,0,0,0,0,0,0,0,0
