"AtletaID","nome","posicao","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti"
52674,"Gilson",2,36,57,3,5,43,0,6,42,11,98,2,11,0,0,0,0,0,0,0
52897,"Nivaldo",1,36,0,0,0,1,0,0,1,0,3,0,2,7,0,6,0,0,0,0
52950,"Victor",1,36,2,0,0,6,0,0,0,2,27,0,11,39,0,43,0,0,0,2
53148,"Ytalo",5,34,5,3,9,11,1,1,6,3,17,1,0,0,0,0,0,0,0,0
53189,"Alexandro",5,13,22,3,5,34,3,11,5,3,18,0,0,0,0,0,0,0,0,0
53865,"Léo Gamalho",5,18,17,9,5,14,5,3,7,0,24,1,0,0,1,0,0,0,1,0
53896,"Sandro Silva",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54250,"Maylson",4,36,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
54395,"Elias",4,36,18,2,6,30,4,0,29,4,87,6,0,0,0,0,0,0,0,0
54422,"Jéferson",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54424,"Willians",4,36,69,5,9,65,1,2,72,9,87,3,0,0,0,0,2,0,0,0
54797,"Túlio De Melo",5,14,17,5,6,12,5,3,1,3,8,1,0,0,0,0,0,0,0,0
55519,"Edmílson",5,13,8,3,9,4,0,3,4,0,9,0,0,0,0,0,0,0,0,0
56102,"João Paulo",4,36,51,5,6,28,1,0,42,9,82,0,0,0,0,0,0,0,0,0
60752,"Cristóvão Borges",6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60780,"Vinícius Eutrópio",6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60784,"Rafael Carioca",4,36,25,3,7,50,0,0,48,4,71,1,0,0,0,0,0,0,0,0
60788,"Marquinhos",5,36,7,4,14,25,1,6,13,0,54,4,0,0,0,0,0,0,0,0
60794,"Pablo",2,36,20,3,7,53,0,2,21,3,71,0,3,0,0,0,0,0,0,0
60797,"Eduardo Neto",4,36,44,10,7,21,0,1,38,12,74,1,0,0,1,0,1,0,0,0
60802,"Bruno Gallo",4,24,25,2,3,8,0,0,18,4,28,0,0,0,0,0,0,0,0,0
60803,"Souza",4,13,17,1,5,7,2,1,19,1,16,0,0,0,0,0,0,0,0,0
60819,"Dedé",3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60822,"Renan Oliveira",4,36,19,7,13,12,1,4,18,1,66,4,0,0,0,0,0,0,0,0
60825,"Felipe Azevedo",5,36,38,15,18,46,4,1,19,5,101,2,0,0,2,0,0,0,0,0
60852,"Uendel",2,36,11,0,2,4,2,1,24,1,32,4,8,0,0,0,0,0,0,0
60853,"Julio Dos Santos",4,36,26,3,4,25,0,0,29,2,74,0,0,0,0,0,1,0,0,0
60859,"Jael",5,13,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
60969,"Patric",2,30,20,9,10,13,3,18,31,2,69,5,6,0,0,0,1,0,0,0
61033,"Rodriguinho",4,30,10,1,5,8,2,0,14,1,13,0,0,0,0,0,0,0,0,0
61106,"Cicinho",2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61135,"Ananias",5,36,35,13,11,46,3,3,30,4,55,1,0,0,0,0,0,0,0,0
61149,"Lucca",5,11,5,3,5,4,3,1,1,2,11,2,0,0,0,0,0,0,0,0
61188,"Gilberto",5,14,14,8,12,12,0,4,7,2,30,1,0,0,1,0,1,0,1,0
61211,"Carlos Cesar",2,36,8,1,2,2,0,0,7,3,16,0,3,0,0,0,0,0,0,0
61241,"Wellington Saci",2,6,0,0,0,3,0,0,1,0,7,0,1,0,0,0,0,0,0,0
61986,"Aislan",3,36,1,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0
62004,"Bruno Aguiar",3,36,19,1,4,13,2,1,11,4,21,0,7,0,0,0,0,0,0,0
62009,"Camilo",4,36,22,8,22,41,3,11,23,1,97,3,0,0,1,0,0,0,0,0
62011,"Choco",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62023,"D'Alessandro",4,36,6,3,7,41,0,3,8,6,67,3,0,0,0,0,0,0,1,0
62047,"Jean",4,36,27,9,20,13,4,0,44,4,114,0,0,0,0,0,0,0,0,0
62056,"Kempes",5,36,71,16,23,26,6,14,21,8,50,1,0,0,0,0,0,0,0,0
62069,"Maikon Leite",5,36,10,11,15,16,4,3,7,0,54,2,0,0,1,0,0,0,0,0
62086,"Pará",2,36,46,3,4,27,1,4,20,4,86,2,6,0,0,0,0,1,0,0
62104,"Robinho",4,36,33,10,6,38,3,3,25,4,100,6,0,0,1,0,1,0,0,0
62107,"Rudnei",4,36,7,1,1,8,0,0,7,0,14,0,0,0,0,0,0,0,0,0
