"atletas.atleta_id","nome","atletas.posicao_id","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti"
70046,"Victor Ferraz Macedo","lat",38,24,3,6,15,3,5,60,5,76,0,12,0,0,0,0,0,0,0
70116,"Fellipe Ramos Ignez Bastos","mei",38,37,1,30,28,1,1,52,3,89,2,0,0,0,0,0,0,0,0
70118,"Javier Arley Reina Calvo","mei",38,10,0,0,4,0,1,3,2,10,0,0,0,0,0,0,0,0,0
70162,"Francisco Jackson Menezes da Costa","mei",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70173,"Ederson Honorato Campos","mei",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70222,"Sidney Aparecido Ramos da Silva","gol",38,0,0,0,1,0,0,0,3,22,0,11,31,0,25,0,0,0,0
70323,"Jorge Amorim de Oliveira Campos","tec",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70360,"Eduardo Colcenti Antunes","ata",38,18,1,10,27,1,9,14,1,32,3,0,0,1,0,0,0,0,0
70526,"Mário Rogério Reis Micale ","tec",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70581,"Fillipe Soutto Mayor Nogueira Ferreira","mei",38,10,0,0,4,0,0,4,1,9,0,0,0,0,0,0,0,0,0
70666,"Marllon Gonçalves Jerônimo Borges","zag",38,1,0,1,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0
70696,"Fábio Luiz Carille de Araújo","tec",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70742,"Luis Manuel Seijas Gunther","mei",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70784,"Joao Robin Rojas Mendoza","ata",27,18,1,12,33,1,5,36,5,36,5,0,0,0,0,0,0,0,0
70874,"Rhayner Santos Nascimento","ata",38,37,1,11,41,1,0,39,7,52,1,0,0,1,0,1,0,0,0
70916,"Diogo Barbosa Mendanha","lat",38,26,0,2,15,0,1,28,8,40,2,10,0,0,0,0,0,0,0
70925,"Wescley Gomes dos Santos","mei",38,14,3,5,5,3,1,8,2,19,0,0,0,0,0,0,0,0,0
70934,"Jackson de Souza","zag",38,6,0,3,1,0,0,3,0,4,0,2,0,0,0,1,0,0,0
70944,"Bruno Henrique Corsini","mei",38,67,9,20,39,9,0,58,7,58,3,0,0,1,0,0,0,0,0
70986,"Leonardo Cittadini","mei",38,9,0,4,12,0,1,13,2,3,1,0,0,0,0,0,0,0,0
71019,"Bryan Jafet Ruíz González","mei",27,3,0,2,6,0,2,3,0,12,2,0,0,0,0,0,0,0,0
71043,"Leonardo da Silva Vieira","gol",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71066,"Federico Mancuello","mei",38,19,1,8,15,1,2,17,1,22,1,0,0,0,0,2,0,0,0
71116,"Roberto Heuchayer Santos de Araújo","lat",17,4,0,0,10,0,0,6,1,4,0,0,0,0,0,0,0,0,0
71121,"Wesley Pacheco Gomes","ata",22,4,0,2,4,0,0,2,1,2,0,0,0,0,0,0,0,0,0
71162,"Vinícius Goes Barbosa de Souza","mei",38,15,4,25,16,4,3,12,4,70,1,0,0,0,0,0,0,1,0
71389,"Alexander Baumjohann","mei",38,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71479,"Luis Oscar González","mei",38,24,1,4,6,1,5,39,4,56,3,0,0,0,0,1,0,0,0
71549,"Kelvin Mateus de Oliveira","ata",38,8,1,4,18,1,0,8,1,21,2,0,0,0,0,0,0,0,0
71571,"Fernando Miguel Kaufmann","gol",38,0,0,0,1,0,0,0,1,4,0,4,18,0,17,0,0,0,1
71572,"Gabriel Rybar Blos","zag",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71631,"Weverton Pereira da Silva","gol",38,0,0,0,2,0,0,0,1,12,0,12,22,0,14,0,0,0,0
71684,"Gustavo Raúl Gómez Portillo","zag",22,13,2,2,14,2,1,18,4,21,0,10,0,0,0,0,0,0,0
71709,"Gustavo Leonardo Cuellar Gallego","mei",38,56,0,5,12,0,0,99,6,45,2,0,0,0,0,3,0,0,0
71719,"Elton Junior Melo Ataíde","mei",38,77,0,13,13,0,1,70,8,46,4,0,0,1,0,0,0,0,0
71724,"Agenor Detofol","gol",13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
71787,"Pedro Julião Azevedo Junior","ata",26,19,2,12,22,2,3,8,1,26,2,0,0,2,0,0,0,0,0
71799,"Silvio José Cardoso Reis Junior","ata",38,33,3,23,59,3,1,27,2,78,0,0,0,1,0,1,0,0,0
71818,"Bruno Medeiros Grassi","gol",38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
71844,"Thiago Galhardo do Nascimento Rocha","mei",38,31,3,5,29,3,3,21,5,58,2,0,0,2,0,0,0,0,0
71882,"Diogo José Gonçalves da Silva","gol",17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71920,"Michel Ferreira dos Santos","mei",38,12,0,4,5,0,1,28,1,26,1,0,0,0,0,0,1,0,0
71937,"Paulo Roberto Valoura Júnior","mei",38,30,1,12,16,1,0,38,1,49,0,0,0,0,0,0,0,0,0
72007,"Uillian Correia Granemann","mei",11,10,0,1,1,0,0,7,1,11,0,0,0,0,0,0,0,0,0
72079,"Bruno Cortês Barbosa","lat",38,37,0,1,33,0,2,46,3,58,0,18,0,0,0,0,0,0,0
72097,"Giovanni Palmieri dos Santos","lat",38,14,3,12,15,3,3,30,3,39,0,6,0,0,0,0,0,0,0
72142,"Danilo Fernando Avelar","lat",27,46,1,8,20,1,3,24,2,66,1,4,0,1,0,0,1,0,0
72168,"João Paulo Mior","mei",38,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72290,"Jailson Marcelino dos Santos","gol",38,0,0,0,0,0,0,0,2,11,0,5,24,0,11,1,0,0,0
72294,"Éverson Felipe Marques Pires","gol",38,1,1,2,10,1,0,1,4,14,0,12,65,0,35,0,0,0,0
72359,"Luiz Otávio Anacleto Leandro","zag",38,22,1,9,8,1,0,57,8,24,1,11,0,0,0,0,0,0,0
72362,"Rodrigo Oliveira Lindoso","mei",38,37,7,17,45,7,3,53,6,80,3,0,0,1,0,0,0,1,0
72372,"Felipe Alves Raymundo","gol",38,0,0,0,0,0,0,0,1,6,0,1,9,0,9,0,0,0,1
72376,"Cléber Janderson Pereira Reis","zag",33,7,0,4,9,0,2,27,1,22,0,3,0,1,0,1,0,0,0
72386,"Hernane Vidal Souza","ata",38,27,2,9,41,2,4,20,1,23,2,0,0,0,0,0,0,0,0
72391,"Fernando Diniz Silva","tec",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72491,"Matheus Simonete Bressanelli","zag",38,24,1,2,12,1,0,30,3,27,0,12,0,0,0,0,0,0,0
72588,"Luiz Carlos Cirne Lima de Lorenzi","tec",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73074,"Rafael Copetti Fernandes","gol",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73281,"Renê dos Santos Júnior","mei",38,12,0,2,5,0,0,9,0,4,0,0,0,0,0,0,0,0,0
73384,"Samuel Xavier Brito","lat",37,41,1,7,44,1,1,33,8,53,4,9,0,1,0,2,0,0,0
73413,"Luis Carlos Dallastella","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
73414,"Thiago Rodrigues de Oliveira Nogueira","gol",38,1,0,0,2,0,0,0,0,7,0,4,21,0,12,0,0,0,1
73446,"Éderson Alves Ribeiro Silva","ata",11,2,1,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0
73466,"Francisco Hércules de Araújo","mei",18,14,1,9,11,1,1,15,2,26,1,0,0,0,0,0,1,0,0
73487,"Bruno Batista Pereira Pires","zag",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73515,"Gabriel Santana Pinto","mei",38,25,5,14,58,5,3,24,3,74,3,0,0,1,2,0,0,1,0
73540,"José Rogério de Oliveira","ata",38,26,3,24,50,3,10,14,1,30,2,0,0,0,0,1,0,0,0
73620,"Bruno Fabiano Alves","zag",38,46,2,4,19,2,6,41,9,27,0,13,0,1,0,0,0,0,0
73635,"Rildo de Andrade Felicissimo","ata",38,1,0,3,11,0,1,0,1,9,0,0,0,0,0,0,0,0,0
73703,"Jorge Daniel González Marquet","mei",38,25,0,9,33,0,0,29,5,14,1,0,0,0,0,0,0,0,0
73721,"Marcos Vinícius de Jesus Araújo","mei",38,3,0,4,6,0,0,4,1,13,0,0,0,1,0,0,0,0,0
73766,"Diego Vicente Aguirre Camblor","tec",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73800,"Rodrigo Caio Roquette Russo","zag",38,7,0,3,3,0,0,9,2,5,0,2,0,0,0,0,0,0,0
73883,"Maurício Plenckauskas Cordeiro","ata",17,6,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
73896,"Geuvânio Santos Silva","ata",38,12,0,4,2,0,1,9,2,15,1,0,0,0,0,0,0,0,0
73918,"Héctor Canteros","mei",38,44,2,11,23,2,2,53,5,142,4,0,0,1,0,0,0,0,0
73923,"Rayan Poltronieri Pereira","zag",38,25,0,7,19,0,2,23,7,20,0,1,0,0,0,0,0,0,0
73936,"Luis Leandro Desábato","mei",38,39,0,3,18,0,0,56,5,57,1,0,0,0,0,1,0,0,0
73962,"Bruno da Silva Peres","lat",27,27,1,4,16,1,0,40,5,36,0,5,0,0,0,0,0,0,0
73974,"Alison Lopes Ferreira","mei",38,44,0,5,27,0,0,71,12,43,0,0,0,0,0,0,0,0,0
73975,"Luis Eduardo Barros Cavalcanti","tec",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73978,"René Ferreira dos Santos","zag",24,16,0,3,13,0,1,34,4,36,0,1,0,0,0,1,0,0,0
73991,"Walisson Moreira Farias Maia","zag",38,2,0,0,1,0,0,7,1,5,0,0,0,0,0,0,0,0,0
73992,"Rodinei Marcelo de Almeida","lat",38,17,1,8,31,1,1,30,3,31,2,14,0,0,0,0,0,0,0
74060,"Luiz Antonio de Souza Soares","mei",15,3,0,5,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0
74061,"Roberto Junior Fernández Torres","gol",38,0,0,0,3,0,0,0,1,3,0,3,17,0,5,0,0,0,0
74074,"Claudio Winck Neto","lat",38,43,3,20,23,3,4,24,7,64,1,5,0,0,0,1,0,0,0
74081,"Guilherme Costa Machado Silveira","mei",38,8,0,1,10,0,0,3,1,4,0,0,0,0,0,0,0,0,0
74140,"José Élber Pimentel da Silva","mei",38,20,4,4,55,4,4,33,8,59,4,0,0,0,0,0,0,0,0
74213,"Alejandro Abraham Guerra Morales","mei",38,6,1,2,9,1,3,5,0,9,1,0,0,0,0,0,0,0,0
74271,"Edigar Junio Teixeira Lima ","ata",38,37,6,17,39,6,3,15,0,27,1,0,0,1,0,0,0,0,0
75295,"José Paolo Guerrero Gonzales","ata",37,9,1,5,10,1,2,3,0,4,1,0,0,0,0,0,0,0,0
75372,"Derlis Alberto González Galeano","ata",23,27,1,4,16,1,5,19,5,23,5,0,0,0,0,0,0,0,0
77500,"Yago Fernando da Silva","zag",38,3,0,0,1,0,0,5,0,3,0,2,0,0,0,0,0,0,0
77529,"Leandro da Silva","lat",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77551,"Thomás Jaguaribe Bedinelli","mei",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77552,"Osmar Loss","tec",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77809,"William de Oliveira Pottker","ata",38,31,5,17,41,5,7,26,4,57,0,0,0,1,0,1,0,0,0
77959,"Jonathan Copete Valencia","ata",38,10,1,3,14,1,1,13,0,12,0,0,0,0,0,0,0,0,0
77967,"Eugenio Esteban Mena Reveco","lat",16,1,1,1,1,1,0,7,0,11,0,2,0,1,0,0,0,0,0
78077,"Madson Ferreira dos Santos","lat",38,5,0,5,7,0,1,8,0,12,2,2,0,0,0,0,0,0,0
78086,"César Bernardo Dutra","gol",38,0,0,0,6,0,0,0,1,12,0,8,20,0,13,0,0,0,1
78248,"Gustavo Henrique Vernes","zag",38,38,1,8,15,1,4,23,7,31,0,12,0,1,0,0,0,0,0
78379,"Hernán Barcos","ata",27,15,1,9,8,1,3,6,1,22,1,0,0,0,0,0,0,1,0
78407,"Douglas Ricardo Grolli","zag",38,13,1,2,7,1,1,8,5,12,0,4,0,0,0,0,0,0,0
78415,"Fernando Uribe Hincapié","ata",27,12,6,16,11,6,6,10,1,23,2,0,0,2,0,0,0,0,0
78435,"Victor Vinícius Coelho dos Santos","ata",23,41,3,30,27,3,2,45,2,75,5,0,0,2,0,0,0,0,0
78445,"Renê Rodrigues Martins","lat",38,36,2,6,38,2,1,94,7,131,5,18,0,0,0,0,0,0,0
78475,"Alex Broch Amado","ata",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78478,"Willian Souza Arão da Silva","mei",38,35,2,9,16,2,1,44,4,40,2,0,0,0,0,1,0,0,0
78497,"Arnaldo Manoel de Almeida","lat",38,6,0,0,13,0,0,8,2,16,0,5,0,0,0,0,0,0,0
78548,"Jean Mota Oliveira de Sousa","mei",38,27,1,16,21,1,0,24,4,49,0,0,0,1,0,0,0,0,0
78577,"Ricardo Dias Acosta","mei",38,21,1,13,10,1,6,23,3,45,2,0,0,0,0,0,0,0,0
78584,"Douglas Alan Schuck Friedrich","gol",38,2,0,0,4,0,0,1,2,17,0,8,26,0,26,1,1,0,1
78605,"Gabriel Girotto Franco","mei",38,48,1,6,30,1,0,79,6,47,0,0,0,0,0,0,0,0,0
78632,"Bryan Silva Garcia","lat",38,10,0,3,11,0,0,2,1,25,1,2,0,0,0,1,0,0,0
78654,"Eduardo Schroeder Brock","zag",27,7,0,1,3,0,0,6,1,7,0,6,0,0,0,0,0,0,0
78715,"Ramiro Moschen Benetti","mei",38,32,0,11,26,0,3,31,10,63,0,0,0,0,0,0,0,0,0
78763,"Jonatas Elias Belusso","ata",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78850,"Reinaldo Manoel da Silva","lat",38,52,2,30,33,2,2,52,6,106,2,11,0,0,0,0,0,0,0
78851,"Richard de Oliveira da Costa","gol",38,1,0,0,8,0,0,0,3,6,0,1,36,0,37,0,0,0,0
78855,"Thiago dos Santos","mei",38,61,1,5,26,1,1,76,5,32,1,0,0,1,0,0,0,0,0
78856,"Marcos Antônio Almeida Silva","mei",17,30,0,2,17,0,0,32,2,31,0,0,0,0,0,0,0,0,0
78865,"Rodrigo Dourado Cunha","mei",38,75,1,2,32,1,3,96,11,53,1,0,0,0,0,0,0,0,0
78866,"Thiago dos Santos","ata",21,11,1,6,8,1,5,1,2,9,1,0,0,2,0,0,0,0,0
78891,"Petros Mateus dos Santos Araújo","mei",11,7,0,0,6,0,0,13,0,3,0,0,0,0,0,0,0,0,0
78894,"João Gabriel da Silva Teles","gol",26,0,0,0,0,0,0,0,0,2,0,2,12,0,8,0,0,0,0
78897,"Marinaldo dos Santos Oliveira","mei",11,5,0,1,2,0,0,6,1,3,0,0,0,0,0,0,0,0,0
78968,"Leandro Marcos Pereira","ata",38,55,10,32,44,10,22,18,4,22,0,0,0,4,0,1,0,0,0
78991,"Moisés Ribeiro Santos","mei",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79035,"Luiz Felipe do Nascimento dos Santos","zag",38,17,0,3,13,0,2,15,5,19,0,4,0,0,0,0,0,0,0
79042,"Tiago Pagnussat","zag",38,30,2,10,18,2,2,34,4,43,0,6,0,0,0,1,0,0,0
79064,"Guilherme Bitencourt da Silva","mei",38,3,1,2,1,1,0,2,3,4,0,0,0,0,0,0,0,0,0
79113,"Víctor Leandro Cuesta","zag",38,49,2,4,40,2,3,96,11,71,2,15,0,0,0,1,0,0,0
79244,"Fabiano da Silva Souza","lat",16,24,1,2,6,1,0,22,2,38,2,3,0,1,0,0,0,0,0
79276,"Nery Rubén Bareiro Zorrilla","zag",38,6,0,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0
79334,"Ricardo César Dantas da Silva","zag",38,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
79336,"Romário Marques Rodrigues","ata",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79437,"Roger Machado Marques","tec",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79553,"Joeliton Lima Santos","lat",38,26,0,4,10,0,0,14,3,48,0,4,0,1,0,1,0,0,0
79578,"Luiz Ricardo Alves","ata",38,33,2,12,23,2,7,5,4,7,0,0,0,1,0,0,0,0,0
79701,"Lucas Silva Borges","mei",38,36,0,13,24,0,0,44,4,51,0,0,0,0,0,0,0,0,0
79702,"Antônio Carlos Cunha Capocasali Júnior","zag",38,19,1,5,11,1,1,19,5,35,1,6,0,2,0,0,0,0,0
79887,"Fabiano Leissmann","lat",38,26,0,4,5,0,0,34,7,57,1,11,0,0,0,0,1,0,0
79892,"Odair Souza ","mei",38,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79967,"Rafael Bruno Cajueiro da Silva","lat",8,8,0,3,4,0,1,10,3,13,0,1,0,0,0,0,0,0,0
80080,"Brenner Marlos Varanda de Oliveira","ata",38,39,3,8,35,3,7,14,2,25,0,0,0,0,0,0,0,0,0
80124,"Matheus Mancini","zag",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80129,"Jadson Alves dos Santos","mei",38,40,2,9,53,2,3,48,7,105,1,0,0,1,0,1,0,0,0
80140,"Nadson da Silva Almeida","mei",38,9,0,5,26,0,1,13,1,36,0,0,0,1,0,0,0,0,0
80188,"Marcos Junio Lima dos Santos","ata",38,14,2,8,37,2,8,15,1,36,3,0,0,0,0,0,0,0,0
80189,"Lucas Fonseca da Silva","zag",38,22,0,7,27,0,0,26,6,67,0,12,0,1,0,0,0,0,0
80193,"Francisco Edson Moreira da Silva","ata",27,1,0,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0
80196,"Glaybson Yago Souza Lisboa","lat",38,21,10,26,103,10,9,26,3,64,2,6,0,2,0,2,0,0,0
80286,"Matheus Caldeira Vidotto de Oliveira","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80287,"Luciano da Rocha Neves","ata",27,19,3,13,27,3,8,13,2,27,1,0,0,1,0,0,0,0,0
80313,"Gilberto Moraes Júnior","lat",38,20,3,7,17,3,1,34,3,41,2,6,0,0,0,1,0,0,0
80318,"Ezequiel Jacinto de Biasi","lat",38,26,0,0,19,0,1,24,6,30,0,6,0,1,0,0,0,0,0
80326,"Gilsivan Soares da Silva ","gol",38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80337,"Arthur Caíke do Nascimento Cruz","ata",11,20,4,13,24,4,1,10,3,22,0,0,0,1,0,0,0,0,0
80363,"Alejandro Ariel Cabral","mei",38,25,0,3,20,0,0,52,9,42,1,0,0,0,0,0,0,0,0
80370,"Edson Felipe da Cruz","mei",38,3,0,0,7,0,0,11,0,3,0,0,0,0,0,0,0,0,0
80374,"Norberto Pereira Marinho Neto","lat",38,32,0,1,19,0,2,41,6,32,2,5,0,0,0,0,0,0,0
80393,"Fábio Gonçalves","mei",38,10,0,3,12,0,0,18,1,21,0,0,0,0,0,0,0,0,0
80395,"Renato Vieira Rodrigues","mei",38,7,0,4,16,0,1,15,2,17,0,0,0,0,0,0,0,0,0
80536,"Victor Andrade Santos","ata",23,6,0,3,16,0,0,8,1,5,0,0,0,0,0,0,0,0,0
80573,"Luiz Gustavo Tavares Conde","zag",38,27,0,8,31,0,1,46,6,62,0,7,0,0,0,0,1,0,0
80583,"Lucas Rafael Araujo Lima","mei",38,60,5,15,49,5,6,51,8,79,3,0,0,1,0,0,0,0,0
80667,"Fernando José da Cunha Neto","mei",14,4,0,0,2,0,0,6,1,4,0,0,0,0,0,0,0,0,0
80692,"Luan Garcia Teixeira","zag",38,21,2,0,15,2,1,33,6,30,0,12,0,0,0,1,0,0,0
80853,"Pedro Tonon Geromel","zag",38,13,2,8,9,2,1,58,3,34,0,9,0,0,0,0,0,0,0
80895,"Maximiliano Lélis Rodrigues","zag",38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
80944,"Johnath Marlone Azevedo da Silva","mei",38,8,2,19,36,2,3,13,1,76,4,0,0,0,0,0,0,0,0
80975,"Romário Guilherme dos Santos","lat",21,9,0,0,6,0,3,12,1,22,0,1,0,0,0,0,0,0,0
81091,"Jair Rodrigues Júnior","mei",17,30,2,1,23,2,1,45,6,30,0,0,0,0,0,0,0,0,0
81150,"Mayke Rocha de Oliveira","lat",38,25,0,1,9,0,3,44,3,28,2,12,0,0,0,0,0,0,0
81223,"Frickson Rafael  Erazo Vivero","zag",12,5,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0
81241,"Oswaldo José Henríquez Bocanegra","zag",38,5,0,0,3,0,1,3,1,10,0,3,0,1,0,0,0,0,0
81537,"Vinícius Freitas Ribeiro","lat",38,1,0,0,0,0,0,4,1,4,1,1,0,0,0,0,0,0,0
81543,"Josué de Oliveira Almeida","zag",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81677,"Carlos Andrés Sánchez Arcosa","mei",25,23,4,11,39,4,2,12,2,59,3,0,0,1,0,1,0,0,0
81682,"Juan Ramón Cazares Sevillano","mei",38,26,8,36,18,8,0,26,2,135,7,0,0,1,0,0,0,0,0
81684,"Andrés Lorenzo Ríos","ata",38,50,6,11,48,6,3,19,5,47,1,0,0,1,0,0,0,1,0
81770,"Clayton Silveira da Silva","ata",38,4,1,3,5,1,0,2,2,15,0,0,0,0,0,0,0,0,0
81776,"Bruno dos Santos Nazário","mei",27,4,0,1,7,0,0,6,1,6,1,0,0,0,0,0,0,0,0
81794,"Cláudio Prates","tec",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81798,"Rosicley Pereira da Silva","ata",38,19,1,5,28,1,2,13,5,33,2,0,0,1,0,0,0,1,0
81845,"Alisson Euler de Freitas Castro","mei",38,17,1,10,47,1,2,18,2,42,3,0,0,0,0,0,0,0,0
81881,"João Ricardo Riedi","gol",38,0,0,0,2,0,0,0,2,25,0,8,40,0,35,0,0,0,1
81898,"Osman de Menezes Venâncio Junior","ata",38,10,1,3,10,1,1,7,2,18,0,0,0,0,0,0,0,0,0
81905,"José Henrique da Silva Dourado","ata",38,36,6,9,30,6,8,5,6,14,0,0,0,0,0,1,0,0,0
81951,"Igor de Carvalho Julião","lat",9,10,0,0,12,0,0,12,1,13,0,4,0,0,0,0,0,0,0
82381,"Adilson dos Anjos Oliveira","mei",38,52,4,8,32,4,1,72,4,86,0,0,0,0,0,0,0,0,0
82411,"Christian Alberto Cueva Bravo","mei",11,2,0,0,6,0,1,4,0,9,2,0,0,0,0,0,0,0,0
82455,"José Rafael Vivian","mei",38,67,4,40,97,4,5,76,6,74,3,0,0,3,0,0,0,0,0
82469,"Douglas Coutinho Gomes de Souza","ata",11,3,0,0,1,0,0,2,1,7,0,0,0,0,0,0,0,0,0
82515,"Reginaldo Manoel da Silva Júnior","zag",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82626,"Thales Natanael Lira de Matos","zag",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82630,"Calyson Rubens Santiago Rosa","mei",27,14,2,12,19,2,2,11,3,24,0,0,0,0,0,0,0,0,0
82634,"Matheus Galdezani","mei",38,25,1,7,28,1,1,25,6,46,1,0,0,0,0,1,0,0,0
82639,"Marcelo Hermes","lat",38,16,0,4,8,0,0,20,4,37,0,2,0,0,0,0,0,0,0
82647,"Régis Augusto Salmazzo","mei",21,14,3,6,16,3,1,13,3,37,2,0,0,1,0,0,0,0,0
82758,"Hyuri Henrique de Oliveira Costa","ata",15,3,0,3,3,0,1,4,0,5,0,0,0,0,0,0,0,0,0
82767,"Vinícius Vasconcelos Araújo","ata",22,3,0,2,4,0,0,2,2,4,0,0,0,0,0,0,0,0,0
82792,"Maurício Nogueira Barbieri","tec",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82939,"Ruy Franco de Almeida Junior","mei",38,6,1,9,27,1,1,11,0,71,1,0,0,1,0,0,0,0,0
83004,"Rómulo Otero Vásquez","mei",6,6,1,6,12,1,2,7,0,12,0,0,0,3,0,0,0,0,0
83048,"Rafael Thyere Albuquerque Marques","zag",38,16,1,3,16,1,1,28,7,43,0,7,0,0,0,0,0,0,0
83189,"Duvier Riacos Barahona","ata",8,5,0,3,2,0,2,1,0,4,0,0,0,0,0,1,0,0,0
83204,"Jean Roberto Souza da Silva","mei",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83257,"Gabriel Barbosa Almeida","ata",38,46,18,35,62,18,20,26,8,94,2,0,0,0,0,0,0,1,0
83266,"Marcos Guilherme de Almeida Santos Matos","ata",10,7,0,5,6,0,1,8,0,5,1,0,0,0,0,0,0,0,0
83433,"Patrick Bezerra do Nascimento","mei",38,58,5,18,48,5,0,104,6,73,3,0,0,0,0,0,0,0,0
83528,"Leonardo Pereira","zag",38,11,3,4,7,3,0,13,4,48,0,8,0,0,0,0,0,0,0
83615,"Thiago Martins Bueno","zag",17,5,0,2,2,0,0,4,0,9,0,4,0,0,0,0,0,0,0
83626,"Bruno da Silva Barbosa","mei",38,12,0,2,4,0,0,6,1,19,0,0,0,0,0,0,0,0,0
83772,"Neilton Meira Mestzk","ata",38,43,7,22,56,7,4,37,7,94,4,0,0,2,0,1,0,0,0
83786,"Hueglo Neris dos Santos","zag",11,6,0,2,1,0,0,10,2,11,0,2,0,0,0,1,0,0,0
83817,"Clayson Henrique da Silva Vieira","ata",38,17,1,5,21,1,5,15,3,32,1,0,0,0,0,0,0,0,0
83869,"Diego Barbosa Tavares","lat",19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
83963,"Leandro Porto Torma","mei",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84187,"Charles Luis Reiter","zag",38,8,0,0,9,0,0,12,1,7,0,0,0,0,0,0,0,0,0
84310,"Luan Viana Patrocinio","ata",11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84509,"Andrevaldo de Jesus Santos","zag",38,7,1,4,9,1,0,16,0,11,0,4,0,0,0,0,0,0,0
84555,"Glauco Tadeu Chaves","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84558,"Lucas Daniel Romero","mei",38,29,0,5,26,0,1,64,5,44,0,0,0,0,0,0,0,0,0
84585,"Agustín Lionel Allione","mei",37,7,1,2,5,1,0,1,0,8,1,0,0,0,0,0,0,0,0
84709,"Nicolás Federico López Alonso","ata",38,35,11,24,46,11,13,35,5,74,6,0,0,3,0,0,0,0,0
84718,"Denilson Pereira Junior","ata",38,13,2,9,6,2,4,4,2,13,0,0,0,0,0,0,0,0,0
84761,"Claudinei dos Santos Oliveira","tec",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84847,"Luan Peres Petroni","zag",10,7,0,1,1,0,0,11,1,13,0,3,0,0,0,0,0,0,0
