"atletas.atleta_id","nome","atletas.posicao_id","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti","mediaFC","mediaFD","mediaFF","mediaFS","mediaG","mediaI","mediaR","mediaCA","mediaPE","mediaA","mediaJSG","mediaDD","mediaFT","mediaGS","mediaCV","mediaGC","mediaPP","mediaDP"
68932,"Renan Ribeiro","gol",38,1,0,0,1,0,0,0,2,15,0,5,27,0,28,0,0,0,0,0.0263157894736842,0,0,0.0263157894736842,0,0,0,0.0526315789473684,0.394736842105263,0,0.131578947368421,0.710526315789474,0,0.736842105263158,0,0,0,0
68938,"Giovanni Augusto Oliveira Cardoso","mei",38,2,2,2,8,1,1,9,2,19,1,0,0,0,0,0,0,0,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.210526315789474,0.0263157894736842,0.0263157894736842,0.236842105263158,0.0526315789473684,0.5,0.0263157894736842,0,0,0,0,0,0,0,0
68950,"Ronaldo Luiz Alves","zag",38,25,5,4,41,1,3,23,5,58,1,8,0,0,0,0,0,0,0,0.657894736842105,0.131578947368421,0.105263157894737,1.07894736842105,0.0263157894736842,0.0789473684210526,0.605263157894737,0.131578947368421,1.52631578947368,0.0263157894736842,0.210526315789474,0,0,0,0,0,0,0
68953,"Leandro Damião da Silva dos Santos","ata",14,13,6,11,5,3,1,4,0,6,0,0,0,0,0,0,0,0,0,0.928571428571429,0.428571428571429,0.785714285714286,0.357142857142857,0.214285714285714,0.0714285714285714,0.285714285714286,0,0.428571428571429,0,0,0,0,0,0,0,0,0
68954,"Marcos Gabriel do Nascimento","mei",38,16,7,5,29,3,1,11,6,44,4,0,0,2,0,0,0,0,0,0.421052631578947,0.184210526315789,0.131578947368421,0.763157894736842,0.0789473684210526,0.0263157894736842,0.289473684210526,0.157894736842105,1.15789473684211,0.105263157894737,0,0,0.0526315789473684,0,0,0,0,0
68958,"Wallace Reis da Silva","zag",26,26,6,2,30,2,0,36,6,36,1,4,0,1,0,0,0,0,0,1,0.230769230769231,0.0769230769230769,1.15384615384615,0.0769230769230769,0,1.38461538461538,0.230769230769231,1.38461538461538,0.0384615384615385,0.153846153846154,0,0.0384615384615385,0,0,0,0,0
68979,"Giovanni Aparecido Adriano dos Santos","gol",38,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0.0263157894736842,0,0.0526315789473684,0,0,0,0
68986,"Gustavo dos Santos","lat",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68987,"João Vitor Lima Gomes","mei",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68995,"Régis Ribeiro de Souza","lat",12,1,0,0,4,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.333333333333333,0,0,0.0833333333333333,0.0833333333333333,0.583333333333333,0,0,0,0,0,0,0,0,0
69008,"Hélio Hermito Zampier Neto","zag",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69010,"João Carlos Heidemann","gol",38,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0.0789473684210526,0,0.0263157894736842,0,0,0,0
69012,"Aderbar Melo dos Santos Neto","gol",38,0,0,0,1,0,0,0,1,1,0,2,3,0,2,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0.0263157894736842,0.0263157894736842,0,0.0526315789473684,0.0789473684210526,0,0.0526315789473684,0,0,0,0
69014,"Manoel Messias Silva Carvalho","zag",38,3,1,1,8,0,1,7,1,14,0,3,0,0,0,0,0,0,0,0.0789473684210526,0.0263157894736842,0.0263157894736842,0.210526315789474,0,0.0263157894736842,0.184210526315789,0.0263157894736842,0.368421052631579,0,0.0789473684210526,0,0,0,0,0,0,0
69016,"Paulo Sérgio de Oliveira","mei",28,41,4,14,40,2,1,39,5,63,1,0,0,3,0,0,0,0,0,1.46428571428571,0.142857142857143,0.5,1.42857142857143,0.0714285714285714,0.0357142857142857,1.39285714285714,0.178571428571429,2.25,0.0357142857142857,0,0,0.107142857142857,0,0,0,0,0
69018,"Deivid Willian da Silva","mei",38,3,0,0,5,0,0,2,2,5,0,0,0,1,0,0,0,0,0,0.0789473684210526,0,0,0.131578947368421,0,0,0.0526315789473684,0.0526315789473684,0.131578947368421,0,0,0,0.0263157894736842,0,0,0,0,0
69036," Eduardo José Diniz Costa","lat",19,9,0,0,3,0,1,3,1,14,0,0,0,0,0,0,0,0,0,0.473684210526316,0,0,0.157894736842105,0,0.0526315789473684,0.157894736842105,0.0526315789473684,0.736842105263158,0,0,0,0,0,0,0,0,0
69040,"Vladimir Orlando Cardoso de Araújo Filho","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69047,"Paulo Roberto da Silva","mei",38,3,1,0,3,0,0,3,0,16,2,0,0,0,0,0,0,0,0,0.0789473684210526,0.0263157894736842,0,0.0789473684210526,0,0,0.0789473684210526,0,0.421052631578947,0.0526315789473684,0,0,0,0,0,0,0,0
69095,"Walter Damián Montillo","mei",10,1,2,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0,0,0.1,0,0.7,0,0,0,0,0,0,0,0,0
69138,"Pablo Felipe Teixeira","ata",38,38,2,9,19,0,8,7,4,60,1,0,0,0,0,0,0,0,0,1,0.0526315789473684,0.236842105263158,0.5,0,0.210526315789474,0.184210526315789,0.105263157894737,1.57894736842105,0.0263157894736842,0,0,0,0,0,0,0,0
69160,"Gastón Nicolás Fernández","mei",18,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0.0555555555555556,0,0,0,0,0.111111111111111,0.0555555555555556,0,0,0,0,0,0,0,0
69165,"Pablo Nascimento Castro","zag",38,16,3,15,13,0,0,25,2,26,0,13,0,0,0,0,0,0,0,0.421052631578947,0.0789473684210526,0.394736842105263,0.342105263157895,0,0,0.657894736842105,0.0526315789473684,0.684210526315789,0,0.342105263157895,0,0,0,0,0,0,0
69177,"Leonardo Moreira Morais","lat",38,40,2,3,36,0,0,43,9,83,1,5,0,0,0,0,0,0,0,1.05263157894737,0.0526315789473684,0.0789473684210526,0.947368421052632,0,0,1.13157894736842,0.236842105263158,2.18421052631579,0.0263157894736842,0.131578947368421,0,0,0,0,0,0,0
69249,"Martín Andrés Silva","gol",38,0,0,0,6,0,0,0,3,23,0,10,47,0,44,0,0,0,0,0,0,0,0.157894736842105,0,0,0,0.0789473684210526,0.605263157894737,0,0.263157894736842,1.23684210526316,0,1.15789473684211,0,0,0,0
69282,"Lucas Ramón Barrios Arioli","ata",38,21,6,5,18,4,10,14,4,34,1,0,0,0,0,0,0,0,0,0.552631578947368,0.157894736842105,0.131578947368421,0.473684210526316,0.105263157894737,0.263157894736842,0.368421052631579,0.105263157894737,0.894736842105263,0.0263157894736842,0,0,0,0,0,0,0,0
69486,"Reinaldo Rueda Rivera","tec",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69705,"Maycon Vinícius Ferreira da Cruz","mei",38,26,17,11,44,2,3,23,2,100,2,0,0,1,0,1,0,2,0,0.684210526315789,0.447368421052632,0.289473684210526,1.15789473684211,0.0526315789473684,0.0789473684210526,0.605263157894737,0.0526315789473684,2.63157894736842,0.0526315789473684,0,0,0.0263157894736842,0,0.0263157894736842,0,0.0526315789473684,0
70009,"Romulo Borges Monteiro","mei",38,9,3,0,2,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0.236842105263158,0.0789473684210526,0,0.0526315789473684,0,0,0.131578947368421,0.0263157894736842,0.131578947368421,0,0,0,0,0,0,0,0,0
70046,"Victor Ferraz Macedo","lat",38,22,3,4,15,2,0,23,3,73,1,9,0,0,0,0,0,0,0,0.578947368421053,0.0789473684210526,0.105263157894737,0.394736842105263,0.0526315789473684,0,0.605263157894737,0.0789473684210526,1.92105263157895,0.0263157894736842,0.236842105263158,0,0,0,0,0,0,0
70058,"Tiago Real do Prado","mei",38,32,6,9,25,1,3,16,4,65,3,0,0,1,0,0,0,0,0,0.842105263157895,0.157894736842105,0.236842105263158,0.657894736842105,0.0263157894736842,0.0789473684210526,0.421052631578947,0.105263157894737,1.71052631578947,0.0789473684210526,0,0,0.0263157894736842,0,0,0,0,0
70061,"Marcus Winícius Silva Lima","zag",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70116,"Fellipe Ramos Ignez Bastos","mei",38,6,2,1,3,0,0,3,1,12,0,0,0,0,0,0,0,0,0,0.157894736842105,0.0526315789473684,0.0263157894736842,0.0789473684210526,0,0,0.0789473684210526,0.0263157894736842,0.315789473684211,0,0,0,0,0,0,0,0,0
70132,"Alan Santos da Silva","mei",38,49,5,13,12,1,2,51,4,62,2,0,0,1,0,0,0,0,0,1.28947368421053,0.131578947368421,0.342105263157895,0.315789473684211,0.0263157894736842,0.0526315789473684,1.34210526315789,0.105263157894737,1.63157894736842,0.0526315789473684,0,0,0.0263157894736842,0,0,0,0,0
70173,"Ederson Honorato Campos","mei",38,5,1,1,9,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0.131578947368421,0.0263157894736842,0.0263157894736842,0.236842105263158,0,0,0.0526315789473684,0,0.210526315789474,0,0,0,0,0,0,0,0,0
70222,"Sidney Aparecido Ramos da Silva","gol",38,0,0,0,3,0,0,0,2,19,0,4,36,0,21,0,0,0,0,0,0,0,0.0789473684210526,0,0,0,0.0526315789473684,0.5,0,0.105263157894737,0.947368421052632,0,0.552631578947368,0,0,0,0
70323,"Jorge Amorim de Oliveira Campos","tec",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70526,"Mário Rogério Reis Micale ","tec",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70581,"Fillipe Soutto Mayor Nogueira Ferreira","mei",35,18,2,3,6,0,0,22,1,30,2,0,0,0,0,1,0,0,0,0.514285714285714,0.0571428571428571,0.0857142857142857,0.171428571428571,0,0,0.628571428571429,0.0285714285714286,0.857142857142857,0.0571428571428571,0,0,0,0,0.0285714285714286,0,0,0
70666,"Marllon Gonçalves Jerônimo Borges","zag",38,18,2,3,31,0,1,41,5,46,0,9,0,1,0,0,0,0,0,0.473684210526316,0.0526315789473684,0.0789473684210526,0.815789473684211,0,0.0263157894736842,1.07894736842105,0.131578947368421,1.21052631578947,0,0.236842105263158,0,0.0263157894736842,0,0,0,0,0
70696,"Fábio Luiz Carille de Araújo","tec",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70742,"Luis Manuel Seijas Gunther","mei",38,28,3,11,25,0,1,14,0,46,2,0,0,2,0,0,0,0,0,0.736842105263158,0.0789473684210526,0.289473684210526,0.657894736842105,0,0.0263157894736842,0.368421052631579,0,1.21052631578947,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0,0
70916,"Diogo Barbosa Mendanha","lat",38,30,4,4,34,1,3,53,4,105,4,11,0,1,0,0,1,0,0,0.789473684210526,0.105263157894737,0.105263157894737,0.894736842105263,0.0263157894736842,0.0789473684210526,1.39473684210526,0.105263157894737,2.76315789473684,0.105263157894737,0.289473684210526,0,0.0263157894736842,0,0,0.0263157894736842,0,0
70929,"Guilherme Ferreira Pinto","ata",23,4,0,0,4,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0.173913043478261,0,0,0.173913043478261,0,0,0.173913043478261,0.0434782608695652,0.347826086956522,0,0,0,0,0,0,0,0,0
70934,"Jackson de Souza","zag",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70944,"Bruno Henrique Corsini","mei",32,33,2,9,18,2,0,31,4,31,1,0,0,0,0,0,0,0,0,1.03125,0.0625,0.28125,0.5625,0.0625,0,0.96875,0.125,0.96875,0.03125,0,0,0,0,0,0,0,0
70986,"Leonardo Cittadini","mei",38,5,1,1,5,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0.131578947368421,0.0263157894736842,0.0263157894736842,0.131578947368421,0,0,0.157894736842105,0,0.236842105263158,0,0,0,0,0,0,0,0,0
70987,"Pablo Diogo Lopes de Lima","ata",7,3,0,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0.285714285714286,0.285714285714286,0,1,0,0,0,0,0,0,0,0,0
71043,"Leonardo da Silva Vieira","gol",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71066,"Federico Mancuello","mei",38,6,3,4,7,2,1,7,2,9,0,0,0,0,0,0,0,0,0,0.157894736842105,0.0789473684210526,0.105263157894737,0.184210526315789,0.0526315789473684,0.0263157894736842,0.184210526315789,0.0526315789473684,0.236842105263158,0,0,0,0,0,0,0,0,0
71090,"João Filipe Rabelo da Costa e Silva","mei",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71116,"Roberto Heuchayer Santos de Araújo","lat",26,3,0,0,3,0,0,5,1,4,0,1,0,0,0,0,0,0,0,0.115384615384615,0,0,0.115384615384615,0,0,0.192307692307692,0.0384615384615385,0.153846153846154,0,0.0384615384615385,0,0,0,0,0,0,0
71123,"Thiago Henrique Mendes Ribeiro","mei",10,5,1,2,9,0,0,3,1,14,0,0,0,0,0,0,0,0,0,0.5,0.1,0.2,0.9,0,0,0.3,0.1,1.4,0,0,0,0,0,0,0,0,0
71162,"Vinícius Goes Barbosa de Souza","mei",35,20,8,13,14,3,1,10,4,54,1,0,0,0,0,0,0,0,0,0.571428571428571,0.228571428571429,0.371428571428571,0.4,0.0857142857142857,0.0285714285714286,0.285714285714286,0.114285714285714,1.54285714285714,0.0285714285714286,0,0,0,0,0,0,0,0
71227,"Maicon Pereira Roque","zag",14,1,2,2,2,0,0,8,1,22,0,3,0,0,0,0,0,0,0,0.0714285714285714,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0.0714285714285714,1.57142857142857,0,0.214285714285714,0,0,0,0,0,0,0
71389,"Alexander Baumjohann","mei",28,3,0,0,2,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0.107142857142857,0,0,0.0714285714285714,0,0.0357142857142857,0.0357142857142857,0,0.178571428571429,0.0357142857142857,0,0,0,0,0,0,0,0
71479,"Luis Oscar González","mei",38,34,6,12,14,2,3,30,7,75,1,0,0,0,0,1,0,0,0,0.894736842105263,0.157894736842105,0.315789473684211,0.368421052631579,0.0526315789473684,0.0789473684210526,0.789473684210526,0.184210526315789,1.97368421052632,0.0263157894736842,0,0,0,0,0.0263157894736842,0,0,0
71549,"Kelvin Mateus de Oliveira","ata",38,3,3,0,8,0,2,4,0,9,0,0,0,0,0,0,0,0,0,0.0789473684210526,0.0789473684210526,0,0.210526315789474,0,0.0526315789473684,0.105263157894737,0,0.236842105263158,0,0,0,0,0,0,0,0,0
71571,"Fernando Miguel Kaufmann","gol",38,0,0,0,5,0,0,0,2,22,0,7,47,0,42,0,0,0,1,0,0,0,0.131578947368421,0,0,0,0.0526315789473684,0.578947368421053,0,0.184210526315789,1.23684210526316,0,1.10526315789474,0,0,0,0.0263157894736842
71572,"Gabriel Rybar Blos","zag",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71631,"Weverton Pereira da Silva","gol",38,0,0,0,5,0,0,1,1,29,0,9,46,0,40,0,0,0,0,0,0,0,0.131578947368421,0,0,0.0263157894736842,0.0263157894736842,0.763157894736842,0,0.236842105263158,1.21052631578947,0,1.05263157894737,0,0,0,0
71704,"Andrés Ramiro Escobar Díaz","ata",38,6,3,3,10,2,2,2,0,12,1,0,0,0,0,0,0,0,0,0.157894736842105,0.0789473684210526,0.0789473684210526,0.263157894736842,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.315789473684211,0.0263157894736842,0,0,0,0,0,0,0,0
71709,"Gustavo Leonardo Cuellar Gallego","mei",38,24,3,2,18,0,0,83,4,40,0,0,0,0,0,0,0,0,0,0.631578947368421,0.0789473684210526,0.0526315789473684,0.473684210526316,0,0,2.18421052631579,0.105263157894737,1.05263157894737,0,0,0,0,0,0,0,0,0
71719,"Elton Junior Melo Ataíde","mei",38,55,3,7,21,1,3,39,7,66,1,0,0,0,0,1,0,0,0,1.44736842105263,0.0789473684210526,0.184210526315789,0.552631578947368,0.0263157894736842,0.0789473684210526,1.02631578947368,0.184210526315789,1.73684210526316,0.0263157894736842,0,0,0,0,0.0263157894736842,0,0,0
71724,"Agenor Detofol","gol",38,0,0,0,0,0,0,0,0,6,0,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.157894736842105,0,0.0526315789473684,0.210526315789474,0,0.105263157894737,0,0,0,0
71818,"Bruno Medeiros Grassi","gol",38,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263157894737,0,0.105263157894737,0,0,0,0
71892,"Wellington do Nascimento Silva","lat",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71920,"Michel Ferreira dos Santos","mei",38,50,3,14,25,5,2,59,7,61,0,0,0,0,0,0,0,0,0,1.31578947368421,0.0789473684210526,0.368421052631579,0.657894736842105,0.131578947368421,0.0526315789473684,1.55263157894737,0.184210526315789,1.60526315789474,0,0,0,0,0,0,0,0,0
71927,"Diego da Silva Rosa","mei",38,20,10,7,18,5,7,17,2,25,3,0,0,0,0,0,0,0,0,0.526315789473684,0.263157894736842,0.184210526315789,0.473684210526316,0.131578947368421,0.184210526315789,0.447368421052632,0.0526315789473684,0.657894736842105,0.0789473684210526,0,0,0,0,0,0,0,0
71937,"Paulo Roberto Valoura Júnior","mei",38,48,14,19,18,2,0,48,2,98,3,0,0,2,0,0,0,0,0,1.26315789473684,0.368421052631579,0.5,0.473684210526316,0.0526315789473684,0,1.26315789473684,0.0526315789473684,2.57894736842105,0.0789473684210526,0,0,0.0526315789473684,0,0,0,0,0
72007,"Uillian Correia Granemann","mei",38,68,4,15,19,3,1,66,9,60,1,0,0,1,0,1,0,0,0,1.78947368421053,0.105263157894737,0.394736842105263,0.5,0.0789473684210526,0.0263157894736842,1.73684210526316,0.236842105263158,1.57894736842105,0.0263157894736842,0,0,0.0263157894736842,0,0.0263157894736842,0,0,0
72037,"Renan de Oliveira Fonseca","zag",38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0
72079,"Bruno Cortês Barbosa","lat",38,29,0,0,23,1,3,29,3,45,0,12,0,0,0,0,0,0,0,0.763157894736842,0,0,0.605263157894737,0.0263157894736842,0.0789473684210526,0.763157894736842,0.0789473684210526,1.18421052631579,0,0.315789473684211,0,0,0,0,0,0,0
72150,"Fernando Galhardo Borges","lat",38,3,0,0,0,0,2,2,1,9,0,2,0,1,0,0,0,0,0,0.0789473684210526,0,0,0,0,0.0526315789473684,0.0526315789473684,0.0263157894736842,0.236842105263158,0,0.0526315789473684,0,0.0263157894736842,0,0,0,0,0
72168,"João Paulo Mior","mei",38,55,8,13,62,2,1,46,9,115,4,0,0,1,0,0,0,0,0,1.44736842105263,0.210526315789474,0.342105263157895,1.63157894736842,0.0526315789473684,0.0263157894736842,1.21052631578947,0.236842105263158,3.02631578947368,0.105263157894737,0,0,0.0263157894736842,0,0,0,0,0
72290,"Jailson Marcelino dos Santos","gol",38,0,0,0,1,0,0,0,3,3,0,3,6,0,3,0,0,0,1,0,0,0,0.0263157894736842,0,0,0,0.0789473684210526,0.0789473684210526,0,0.0789473684210526,0.157894736842105,0,0.0789473684210526,0,0,0,0.0263157894736842
72297,"Airton Tirabassi","zag",38,5,1,2,1,0,0,3,0,6,0,2,0,0,0,0,0,0,0,0.131578947368421,0.0263157894736842,0.0526315789473684,0.0263157894736842,0,0,0.0789473684210526,0,0.157894736842105,0,0.0526315789473684,0,0,0,0,0,0,0
72362,"Rodrigo Oliveira Lindoso","mei",38,37,5,9,32,3,0,54,3,90,2,0,0,1,0,0,0,0,0,0.973684210526316,0.131578947368421,0.236842105263158,0.842105263157895,0.0789473684210526,0,1.42105263157895,0.0789473684210526,2.36842105263158,0.0526315789473684,0,0,0.0263157894736842,0,0,0,0,0
72376,"Cléber Janderson Pereira Reis","zag",38,14,2,3,4,2,1,24,4,27,0,4,0,0,0,0,1,0,0,0.368421052631579,0.0526315789473684,0.0789473684210526,0.105263157894737,0.0526315789473684,0.0263157894736842,0.631578947368421,0.105263157894737,0.710526315789474,0,0.105263157894737,0,0,0,0,0.0263157894736842,0,0
72386,"Hernane Vidal Souza","ata",38,5,0,1,8,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0.131578947368421,0,0.0263157894736842,0.210526315789474,0,0,0.0263157894736842,0,0.105263157894737,0,0,0,0,0,0,0,0,0
72490,"Frederico Burgel Xavier ","zag",38,12,4,7,2,1,0,15,4,31,0,1,0,0,0,0,0,0,0,0.315789473684211,0.105263157894737,0.184210526315789,0.0526315789473684,0.0263157894736842,0,0.394736842105263,0.105263157894737,0.815789473684211,0,0.0263157894736842,0,0,0,0,0,0,0
72491,"Matheus Simonete Bressanelli","zag",38,13,0,2,6,0,3,10,5,30,0,4,0,0,0,0,0,0,0,0.342105263157895,0,0.0526315789473684,0.157894736842105,0,0.0789473684210526,0.263157894736842,0.131578947368421,0.789473684210526,0,0.105263157894737,0,0,0,0,0,0,0
72565,"Lázaro Luan Scapolan","mei",38,32,2,1,29,0,0,22,6,17,0,0,0,0,0,0,0,0,0,0.842105263157895,0.0526315789473684,0.0263157894736842,0.763157894736842,0,0,0.578947368421053,0.157894736842105,0.447368421052632,0,0,0,0,0,0,0,0,0
72595,"Mauricio Kozlinski","gol",38,0,0,0,0,0,0,0,2,5,0,3,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0.131578947368421,0,0.0789473684210526,0.473684210526316,0,0.368421052631579,0,0,0,0
72603,"William Amorim Martins de Menezes","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72605,"Vitor Hugo Franchescoli de Souza","zag",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72745,"Damián Ariel Escudero","mei",38,6,0,1,4,0,0,4,2,16,1,0,0,0,0,0,0,0,0,0.157894736842105,0,0.0263157894736842,0.105263157894737,0,0,0.105263157894737,0.0526315789473684,0.421052631578947,0.0263157894736842,0,0,0,0,0,0,0,0
72871,"Sherman Andrés Cárdenas Estupiñan","mei",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72879,"Vladimir Javier Hernández Rivero","ata",38,7,3,4,19,1,2,6,1,25,0,0,0,0,0,0,0,0,0,0.184210526315789,0.0789473684210526,0.105263157894737,0.5,0.0263157894736842,0.0526315789473684,0.157894736842105,0.0263157894736842,0.657894736842105,0,0,0,0,0,0,0,0,0
72893,"Eduardo Alves da Silva","ata",38,6,4,1,1,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0.157894736842105,0.105263157894737,0.0263157894736842,0.0263157894736842,0,0.0263157894736842,0.105263157894737,0,0.131578947368421,0,0,0,0,0,0,0,0,0
73144,"Jorge Darío Mendoza Torres","mei",25,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0,0.08,0.04,0,0,0,0,0,0,0,0,0,0
73281,"Renê dos Santos Júnior","mei",38,56,10,25,63,4,3,94,7,66,0,0,0,0,0,1,0,0,0,1.47368421052632,0.263157894736842,0.657894736842105,1.65789473684211,0.105263157894737,0.0789473684210526,2.47368421052632,0.184210526315789,1.73684210526316,0,0,0,0,0,0.0263157894736842,0,0,0
73336,"Rafael Martins Claro","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73340,"Getterson Alves dos Santos","ata",38,11,1,3,8,0,1,6,2,13,0,0,0,0,0,0,0,0,0,0.289473684210526,0.0263157894736842,0.0789473684210526,0.210526315789474,0,0.0263157894736842,0.157894736842105,0.0526315789473684,0.342105263157895,0,0,0,0,0,0,0,0,0
73384,"Samuel Xavier Brito","lat",38,28,5,2,34,0,1,27,6,86,1,7,0,0,0,0,0,0,0,0.736842105263158,0.131578947368421,0.0526315789473684,0.894736842105263,0,0.0263157894736842,0.710526315789474,0.157894736842105,2.26315789473684,0.0263157894736842,0.184210526315789,0,0,0,0,0,0,0
73421,"Rafael Vaz dos Santos","zag",38,11,8,9,7,1,0,21,1,55,0,8,0,0,0,0,0,0,0,0.289473684210526,0.210526315789474,0.236842105263158,0.184210526315789,0.0263157894736842,0,0.552631578947368,0.0263157894736842,1.44736842105263,0,0.210526315789474,0,0,0,0,0,0,0
73446,"Éderson Alves Ribeiro Silva","ata",38,10,9,13,7,2,9,6,1,21,2,0,0,0,0,0,0,0,0,0.263157894736842,0.236842105263158,0.342105263157895,0.184210526315789,0.0526315789473684,0.236842105263158,0.157894736842105,0.0263157894736842,0.552631578947368,0.0526315789473684,0,0,0,0,0,0,0,0
73513,"Francinilson Santos Meireles","ata",38,4,1,4,7,0,2,3,0,17,0,0,0,0,0,0,0,0,0,0.105263157894737,0.0263157894736842,0.105263157894737,0.184210526315789,0,0.0526315789473684,0.0789473684210526,0,0.447368421052632,0,0,0,0,0,0,0,0,0
73515,"Gabriel Santana Pinto","ata",38,5,0,2,6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0.131578947368421,0,0.0526315789473684,0.157894736842105,0,0,0,0.0789473684210526,0.0526315789473684,0,0,0,0,0,0,0,0,0
73517,"Douglas Moreira Pires","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73540,"José Rogério de Oliveira","ata",38,13,9,15,45,2,0,15,0,60,3,0,0,0,0,0,0,0,0,0.342105263157895,0.236842105263158,0.394736842105263,1.18421052631579,0.0526315789473684,0,0.394736842105263,0,1.57894736842105,0.0789473684210526,0,0,0,0,0,0,0,0
