"atletas.atleta_id","nome","atletas.posicao_id","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti","mediaFC","mediaFD","mediaFF","mediaFS","mediaG","mediaI","mediaR","mediaCA","mediaPE","mediaA","mediaJSG","mediaDD","mediaFT","mediaGS","mediaCV","mediaGC","mediaPP","mediaDP"
37607,"Michel Fernandes Bastos","mei",38,12,4,15,12,0,3,23,4,52,2,0,0,0,0,0,0,0,0,0.315789473684211,0.105263157894737,0.394736842105263,0.315789473684211,0,0.0789473684210526,0.605263157894737,0.105263157894737,1.36842105263158,0.0526315789473684,0,0,0,0,0,0,0,0
37608,"Cristian Mark Junio Nascimento Oliveira Baroni","mei",38,2,1,0,2,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0.0526315789473684,0.0263157894736842,0,0.0526315789473684,0,0,0.184210526315789,0,0.289473684210526,0,0,0,0,0,0,0,0,0
37623,"Rafael Marques Pinto","zag",38,13,1,1,6,0,2,15,3,33,0,1,0,1,0,0,0,0,0,0.342105263157895,0.0263157894736842,0.0263157894736842,0.157894736842105,0,0.0526315789473684,0.394736842105263,0.0789473684210526,0.868421052631579,0,0.0263157894736842,0,0.0263157894736842,0,0,0,0,0
37627,"Rodrigo Oliveira de Bittencourt","mei",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37644,"Rodrigo Baldasso da Costa","zag",38,13,9,12,34,0,2,23,5,46,0,8,0,0,0,2,0,0,0,0.342105263157895,0.236842105263158,0.315789473684211,0.894736842105263,0,0.0526315789473684,0.605263157894737,0.131578947368421,1.21052631578947,0,0.210526315789474,0,0,0,0.0526315789473684,0,0,0
37645,"Marcelo Mendonça de Mattos Terra","mei",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37646,"Ebert Willian Amâncio","zag",38,24,1,2,27,1,1,29,8,67,1,12,0,0,0,0,0,0,0,0.631578947368421,0.0263157894736842,0.0526315789473684,0.710526315789474,0.0263157894736842,0.0263157894736842,0.763157894736842,0.210526315789474,1.76315789473684,0.0263157894736842,0.315789473684211,0,0,0,0,0,0,0
37652,"Carlos Alberto Gomes de Jesus","mei",11,2,1,1,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.454545454545455,0,0,0.0909090909090909,0,0.545454545454545,0,0,0,0,0,0,0,0,0
37653,"Nilmar Honorato da Silva","ata",27,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0,0.037037037037037,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0
37655,"Rafael Martiniano de Miranda Moura","ata",38,44,10,12,27,4,17,6,1,32,0,0,0,2,0,0,0,1,0,1.15789473684211,0.263157894736842,0.315789473684211,0.710526315789474,0.105263157894737,0.447368421052632,0.157894736842105,0.0263157894736842,0.842105263157895,0,0,0,0.0526315789473684,0,0,0,0.0263157894736842,0
37656,"Fábio Deivson Lopes Maciel","gol",38,1,0,0,2,0,0,0,0,15,0,11,41,0,31,0,0,0,0,0.0263157894736842,0,0,0.0526315789473684,0,0,0,0,0.394736842105263,0,0.289473684210526,1.07894736842105,0,0.815789473684211,0,0,0,0
37657,"Eduardo Luís Abonizio de Souza","zag",38,29,3,11,30,0,2,22,6,12,0,9,0,0,0,0,0,0,0,0.763157894736842,0.0789473684210526,0.289473684210526,0.789473684210526,0,0.0526315789473684,0.578947368421053,0.157894736842105,0.315789473684211,0,0.236842105263158,0,0,0,0,0,0,0
37662,"Jonathan Cícero Moreira","lat",38,19,2,2,26,2,1,37,4,79,2,8,0,0,0,0,0,0,0,0.5,0.0526315789473684,0.0526315789473684,0.684210526315789,0.0526315789473684,0.0263157894736842,0.973684210526316,0.105263157894737,2.07894736842105,0.0526315789473684,0.210526315789474,0,0,0,0,0,0,0
37663,"Julio Cesar Coelho de Moraes Júnior","lat",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37673,"Alecsandro Barbosa Felisbino","ata",38,24,3,2,19,1,4,7,6,24,0,0,0,0,0,0,0,1,0,0.631578947368421,0.0789473684210526,0.0526315789473684,0.5,0.0263157894736842,0.105263157894737,0.184210526315789,0.157894736842105,0.631578947368421,0,0,0,0,0,0,0,0.0263157894736842,0
37674,"Wagner Ferreira dos Santos","mei",38,18,3,4,17,2,3,17,2,40,0,0,0,1,0,0,0,0,0,0.473684210526316,0.0789473684210526,0.105263157894737,0.447368421052632,0.0526315789473684,0.0789473684210526,0.447368421052632,0.0526315789473684,1.05263157894737,0,0,0,0.0263157894736842,0,0,0,0,0
37688,"Cícero Santos","mei",37,18,0,3,7,0,2,3,2,16,0,0,0,0,0,0,0,0,0,0.486486486486487,0,0.0810810810810811,0.189189189189189,0,0.0540540540540541,0.0810810810810811,0.0540540540540541,0.432432432432432,0,0,0,0,0,0,0,0,0
37694,"Henrique Pacheco de Lima","mei",38,30,3,6,39,0,0,45,7,56,0,0,0,2,0,1,0,0,0,0.789473684210526,0.0789473684210526,0.157894736842105,1.02631578947368,0,0,1.18421052631579,0.184210526315789,1.47368421052632,0,0,0,0.0526315789473684,0,0.0263157894736842,0,0,0
37701,"Leonardo da Silva Moura","lat",38,7,1,4,18,0,6,11,0,58,1,8,0,0,0,0,0,0,0,0.184210526315789,0.0263157894736842,0.105263157894737,0.473684210526316,0,0.157894736842105,0.289473684210526,0,1.52631578947368,0.0263157894736842,0.210526315789474,0,0,0,0,0,0,0
37705,"Juan Maldonado Jaimez Júnior","mei",35,29,4,9,29,1,3,21,5,64,2,0,0,1,0,1,0,0,0,0.828571428571429,0.114285714285714,0.257142857142857,0.828571428571429,0.0285714285714286,0.0857142857142857,0.6,0.142857142857143,1.82857142857143,0.0571428571428571,0,0,0.0285714285714286,0,0.0285714285714286,0,0,0
37718,"Marcos Arouca da Silva","mei",38,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0.0263157894736842,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0
37770,"Marcelo Grohe","gol",38,0,0,0,0,0,0,0,1,7,0,12,19,0,14,1,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0.184210526315789,0,0.315789473684211,0.5,0,0.368421052631579,0.0263157894736842,0,0,0
37792,"Edimo Ferreira Campos","mei",38,8,0,0,3,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0.210526315789474,0,0,0.0789473684210526,0,0,0.0789473684210526,0.0263157894736842,0.105263157894737,0,0,0,0,0,0,0,0,0
37798,"Rafael Augusto Sobis do Nascimento","ata",38,22,10,15,17,4,1,7,5,41,1,0,0,0,0,1,0,0,0,0.578947368421053,0.263157894736842,0.394736842105263,0.447368421052632,0.105263157894737,0.0263157894736842,0.184210526315789,0.131578947368421,1.07894736842105,0.0263157894736842,0,0,0,0,0.0263157894736842,0,0,0
37840,"Gustavo Franchin Schiavolin","zag",38,2,0,1,2,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.0263157894736842,0.0526315789473684,0,0.0526315789473684,0.0263157894736842,0.0263157894736842,0.105263157894737,0,0,0,0,0,0,0,0,0
37851,"Maicosuel Reginaldo de Matos","mei",38,2,3,3,12,1,0,7,1,5,1,0,0,0,0,0,0,0,0,0.0526315789473684,0.0789473684210526,0.0789473684210526,0.315789473684211,0.0263157894736842,0,0.184210526315789,0.0263157894736842,0.131578947368421,0.0263157894736842,0,0,0,0,0,0,0,0
37919,"Luis Fabiano Clemente","ata",38,26,6,17,25,5,6,5,6,15,2,0,0,0,0,0,0,0,0,0.684210526315789,0.157894736842105,0.447368421052632,0.657894736842105,0.131578947368421,0.157894736842105,0.131578947368421,0.157894736842105,0.394736842105263,0.0526315789473684,0,0,0,0,0,0,0,0
37934,"Roger de Oliveira Bernardo","mei",31,17,0,0,13,0,1,17,2,26,0,0,0,0,0,0,0,0,0,0.548387096774194,0,0,0.419354838709677,0,0.032258064516129,0.548387096774194,0.0645161290322581,0.838709677419355,0,0,0,0,0,0,0,0,0
37984,"Mário Lúcio Duarte Costa","gol",38,0,0,0,4,0,0,1,2,13,0,11,57,0,49,0,0,0,0,0,0,0,0.105263157894737,0,0,0.0263157894736842,0.0526315789473684,0.342105263157895,0,0.289473684210526,1.5,0,1.28947368421053,0,0,0,0
38001,"Anderson Pedro Nunes da Silva Campos","gol",38,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0
38021,"Wendel Geraldo Maurício e Silva","mei",38,15,0,10,24,0,1,16,5,17,2,0,0,0,0,0,0,0,0,0.394736842105263,0,0.263157894736842,0.631578947368421,0,0.0263157894736842,0.421052631578947,0.131578947368421,0.447368421052632,0.0526315789473684,0,0,0,0,0,0,0,0
38062,"Diego Alfredo Lugano Moreno","zag",38,13,1,3,4,0,0,4,6,17,0,2,0,0,0,0,0,0,0,0.342105263157895,0.0263157894736842,0.0789473684210526,0.105263157894737,0,0,0.105263157894737,0.157894736842105,0.447368421052632,0,0.0526315789473684,0,0,0,0,0,0,0
38067,"Danilo Gabriel de Andrade","mei",38,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0
38100,"Severino dos Ramos Durval da Silva","zag",38,24,6,2,16,0,3,29,5,36,1,6,0,0,0,0,0,0,0,0.631578947368421,0.157894736842105,0.0526315789473684,0.421052631578947,0,0.0789473684210526,0.763157894736842,0.131578947368421,0.947368421052632,0.0263157894736842,0.157894736842105,0,0,0,0,0,0,0
38109,"Jefferson de Oliveira Galvão","gol",38,0,0,0,1,0,0,0,2,6,0,2,15,0,5,0,0,0,1,0,0,0,0.0263157894736842,0,0,0,0.0526315789473684,0.157894736842105,0,0.0526315789473684,0.394736842105263,0,0.131578947368421,0,0,0,0.0263157894736842
38138,"João Alves de Assis Silva","ata",38,53,21,23,41,17,32,8,4,70,2,0,0,0,0,0,0,1,0,1.39473684210526,0.552631578947368,0.605263157894737,1.07894736842105,0.447368421052632,0.842105263157895,0.210526315789474,0.105263157894737,1.84210526315789,0.0526315789473684,0,0,0,0,0,0,0.0263157894736842,0
38140,"Fernando Buttenbender Prass","gol",38,1,0,0,10,0,0,1,3,14,0,8,59,0,42,0,0,0,1,0.0263157894736842,0,0,0.263157894736842,0,0,0.0263157894736842,0.0789473684210526,0.368421052631579,0,0.210526315789474,1.55263157894737,0,1.10526315789474,0,0,0,0.0263157894736842
38150,"Marcos Vicente dos Santos","mei",38,12,9,6,23,4,0,5,1,83,0,0,0,0,0,1,0,0,0,0.315789473684211,0.236842105263158,0.157894736842105,0.605263157894737,0.105263157894737,0,0.131578947368421,0.0263157894736842,2.18421052631579,0,0,0,0,0,0.0263157894736842,0,0,0
38156,"Artur Guilherme Moraes Gusmão","gol",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38162,"Frederico Chaves Guedes","ata",38,53,11,16,59,12,23,7,7,65,5,0,0,1,0,0,0,2,0,1.39473684210526,0.289473684210526,0.421052631578947,1.55263157894737,0.315789473684211,0.605263157894737,0.184210526315789,0.184210526315789,1.71052631578947,0.131578947368421,0,0,0.0263157894736842,0,0,0,0.0526315789473684,0
38196,"Maicon Thiago Pereira de Souza","mei",38,11,1,3,10,0,0,12,3,20,0,0,0,0,0,0,0,0,0,0.289473684210526,0.0263157894736842,0.0789473684210526,0.263157894736842,0,0,0.315789473684211,0.0789473684210526,0.526315789473684,0,0,0,0,0,0,0,0,0
38225,"Luiz Guilherme da Conceição Silva","ata",14,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714285714,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0
38229,"Fábio Santos Romeu","lat",38,39,3,5,54,5,4,37,9,115,2,8,0,0,0,0,0,0,0,1.02631578947368,0.0789473684210526,0.131578947368421,1.42105263157895,0.131578947368421,0.105263157894737,0.973684210526316,0.236842105263158,3.02631578947368,0.0526315789473684,0.210526315789474,0,0,0,0,0,0,0
38230,"Edinaldo Batista Libânio","ata",10,7,4,3,4,0,3,3,1,17,0,0,0,1,0,0,0,0,0,0.7,0.4,0.3,0.4,0,0.3,0.3,0.1,1.7,0,0,0,0.1,0,0,0,0,0
38246,"Robson de Souza","ata",38,27,5,9,37,7,24,27,9,79,6,0,0,1,0,0,0,1,0,0.710526315789474,0.131578947368421,0.236842105263158,0.973684210526316,0.184210526315789,0.631578947368421,0.710526315789474,0.236842105263158,2.07894736842105,0.157894736842105,0,0,0.0263157894736842,0,0,0,0.0263157894736842,0
38277,"Thiago Neves Augusto","mei",38,36,40,20,44,10,7,27,7,117,6,0,0,2,0,0,0,1,0,0.947368421052632,1.05263157894737,0.526315789473684,1.15789473684211,0.263157894736842,0.184210526315789,0.710526315789474,0.184210526315789,3.07894736842105,0.157894736842105,0,0,0.0526315789473684,0,0,0,0.0263157894736842,0
38279,"Wellington Pereira do Nascimento","ata",38,47,22,21,42,9,12,10,6,73,2,0,0,2,0,0,0,0,0,1.23684210526316,0.578947368421053,0.552631578947368,1.10526315789474,0.236842105263158,0.315789473684211,0.263157894736842,0.157894736842105,1.92105263157895,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0,0
38287,"Roger Rodrigues da Silva","ata",38,21,11,19,22,10,19,11,3,44,2,0,0,0,0,0,0,1,0,0.552631578947368,0.289473684210526,0.5,0.578947368421053,0.263157894736842,0.5,0.289473684210526,0.0789473684210526,1.15789473684211,0.0526315789473684,0,0,0,0,0,0,0.0263157894736842,0
38311,"Márcio Rodrigues Araújo","mei",38,36,1,7,34,0,0,54,5,52,1,0,0,0,0,0,0,0,0,0.947368421052632,0.0263157894736842,0.184210526315789,0.894736842105263,0,0,1.42105263157895,0.131578947368421,1.36842105263158,0.0263157894736842,0,0,0,0,0,0,0,0
38315,"Jadson Rodrigues da Silva","mei",38,19,6,16,18,6,3,10,3,131,2,0,0,2,0,0,0,0,0,0.5,0.157894736842105,0.421052631578947,0.473684210526316,0.157894736842105,0.0789473684210526,0.263157894736842,0.0789473684210526,3.44736842105263,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0,0
38394,"Thiago Heleno Henrique Ferreira","zag",38,25,3,9,13,4,2,22,8,48,0,9,0,0,0,0,0,0,0,0.657894736842105,0.0789473684210526,0.236842105263158,0.342105263157895,0.105263157894737,0.0526315789473684,0.578947368421053,0.210526315789474,1.26315789473684,0,0.236842105263158,0,0,0,0,0,0,0
38400,"Vinícius Pacheco dos Santos","mei",11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.0909090909090909,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0
38421,"Rafael da Silva Francisco","mei",38,32,7,13,57,3,4,36,3,85,1,0,0,2,0,1,0,0,0,0.842105263157895,0.184210526315789,0.342105263157895,1.5,0.0789473684210526,0.105263157894737,0.947368421052632,0.0789473684210526,2.23684210526316,0.0263157894736842,0,0,0.0526315789473684,0,0.0263157894736842,0,0,0
38425,"Fábio Ferreira da Silva","zag",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38431,"Diego Cavalieri","gol",38,0,0,0,1,0,0,0,0,6,0,2,21,0,24,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0.157894736842105,0,0.0526315789473684,0.552631578947368,0,0.631578947368421,0,0,0,0
38440,"Lucas Pierre Santos Oliveira","mei",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38508,"Eder Luis de Oliveira","ata",38,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.0526315789473684,0,0,0,0,0,0,0,0,0
38509,"Diego Alves Carreira","gol",25,0,0,0,4,0,0,0,1,14,0,6,26,0,22,0,0,0,1,0,0,0,0.16,0,0,0,0.04,0.56,0,0.24,1.04,0,0.88,0,0,0,0.04
38523,"Edílson Mendes Guimarães","lat",38,34,8,10,13,1,1,23,4,66,1,8,0,1,0,1,0,1,0,0.894736842105263,0.210526315789474,0.263157894736842,0.342105263157895,0.0263157894736842,0.0263157894736842,0.605263157894737,0.105263157894737,1.73684210526316,0.0263157894736842,0.210526315789474,0,0.0263157894736842,0,0.0263157894736842,0,0.0263157894736842,0
38530,"Cleiton Ribeiro Xavier","mei",38,20,6,10,8,0,1,15,4,49,3,0,0,1,0,0,0,0,0,0.526315789473684,0.157894736842105,0.263157894736842,0.210526315789474,0,0.0263157894736842,0.394736842105263,0.105263157894737,1.28947368421053,0.0789473684210526,0,0,0.0263157894736842,0,0,0,0,0
38545,"Felipe Melo de Carvalho","mei",38,15,2,3,13,0,0,16,3,18,1,0,0,0,0,0,0,0,0,0.394736842105263,0.0526315789473684,0.0789473684210526,0.342105263157895,0,0,0.421052631578947,0.0789473684210526,0.473684210526316,0.0263157894736842,0,0,0,0,0,0,0,0
38617,"Danilo Verón Bairros","ata",25,4,1,1,4,1,0,3,0,9,2,0,0,0,0,0,0,0,0,0.16,0.04,0.04,0.16,0.04,0,0.12,0,0.36,0.08,0,0,0,0,0,0,0,0
38632,"Matheus Ferraz Pereira","zag",9,7,1,1,1,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0.777777777777778,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0,0.333333333333333,0.111111111111111,0.666666666666667,0,0,0,0,0,0,0,0,0
38648,"Anderson Hernanes de Carvalho Andrade Lima","mei",24,18,14,16,51,9,1,29,3,81,3,0,0,0,0,0,0,0,0,0.75,0.583333333333333,0.666666666666667,2.125,0.375,0.0416666666666667,1.20833333333333,0.125,3.375,0.125,0,0,0,0,0,0,0,0
38738,"Douglas dos Santos","mei",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38748,"Maicon Douglas Sisenando","lat",35,6,0,2,11,1,0,15,0,14,0,2,0,0,0,0,1,0,0,0.171428571428571,0,0.0571428571428571,0.314285714285714,0.0285714285714286,0,0.428571428571429,0,0.4,0,0.0571428571428571,0,0,0,0,0.0285714285714286,0,0
38768,"André Luiz Tavares","mei",10,1,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0
38852,"Anderson Luís de Abreu Oliveira","mei",38,10,3,1,12,0,1,8,2,29,0,0,0,0,0,1,0,0,0,0.263157894736842,0.0789473684210526,0.0263157894736842,0.315789473684211,0,0.0263157894736842,0.210526315789474,0.0526315789473684,0.763157894736842,0,0,0,0,0,0.0263157894736842,0,0,0
38908,"Renato Dirnei Florêncio","mei",38,18,2,5,27,0,0,25,0,40,0,0,0,0,0,0,0,0,0,0.473684210526316,0.0526315789473684,0.131578947368421,0.710526315789474,0,0,0.657894736842105,0,1.05263157894737,0,0,0,0,0,0,0,0,0
38909,"Diego Ribas da Cunha","mei",38,40,13,18,82,10,9,33,6,106,2,0,0,0,0,0,0,1,0,1.05263157894737,0.342105263157895,0.473684210526316,2.15789473684211,0.263157894736842,0.236842105263158,0.868421052631579,0.157894736842105,2.78947368421053,0.0526315789473684,0,0,0,0,0,0,0.0263157894736842,0
38910,"Ricardo de Oliveira","ata",38,32,20,19,18,8,17,7,3,26,1,0,0,3,0,0,0,0,0,0.842105263157895,0.526315789473684,0.5,0.473684210526316,0.210526315789474,0.447368421052632,0.184210526315789,0.0789473684210526,0.684210526315789,0.0263157894736842,0,0,0.0789473684210526,0,0,0,0,0
38913,"Anderson Luiz de Carvalho","mei",38,32,15,24,82,5,7,24,6,134,5,0,0,1,0,0,0,1,0,0.842105263157895,0.394736842105263,0.631578947368421,2.15789473684211,0.131578947368421,0.184210526315789,0.631578947368421,0.157894736842105,3.52631578947368,0.131578947368421,0,0,0.0263157894736842,0,0,0,0.0263157894736842,0
38928,"Alexandro Silva de Souza","mei",38,14,4,0,12,0,1,13,3,19,0,0,0,0,0,0,0,0,0,0.368421052631579,0.105263157894737,0,0.315789473684211,0,0.0263157894736842,0.342105263157895,0.0789473684210526,0.5,0,0,0,0,0,0,0,0,0
38957,"Rafael Marques Mariano","ata",38,8,3,7,14,1,3,5,0,25,0,0,0,0,0,0,0,0,0,0.210526315789474,0.0789473684210526,0.184210526315789,0.368421052631579,0.0263157894736842,0.0789473684210526,0.131578947368421,0,0.657894736842105,0,0,0,0,0,0,0,0,0
39152,"Jonas Jessué da Silva Júnior","lat",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39355,"Paulo César Carpegiani","tec",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39572,"José Renato da Silva Júnior","lat",38,12,1,9,7,0,0,5,2,17,0,2,0,0,0,0,0,0,0,0.315789473684211,0.0263157894736842,0.236842105263158,0.184210526315789,0,0,0.131578947368421,0.0526315789473684,0.447368421052632,0,0.0526315789473684,0,0,0,0,0,0,0
39850,"Vagner Carmo Mancini","tec",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40006,"Abel Carlos da Silva Braga","tec",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40025,"Levir Culpi","tec",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40179,"Kleber Giacomace de Souza Freitas","ata",38,37,12,10,42,5,10,6,3,45,1,0,0,0,0,1,0,0,0,0.973684210526316,0.315789473684211,0.263157894736842,1.10526315789474,0.131578947368421,0.263157894736842,0.157894736842105,0.0789473684210526,1.18421052631579,0.0263157894736842,0,0,0,0,0.0263157894736842,0,0,0
40990,"Dorival Silvestre Júnior","tec",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41218,"Alessandro Beti Rosa","gol",38,0,0,0,2,0,0,3,0,12,0,9,46,0,49,0,0,0,0,0,0,0,0.0526315789473684,0,0,0.0789473684210526,0,0.315789473684211,0,0.236842105263158,1.21052631578947,0,1.28947368421053,0,0,0,0
41327,"Vanderlei Luxemburgo da Silva","tec",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41363,"Alexandre Tadeu Gallo","tec",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41929,"Renato Portaluppi","tec",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42116,"Willian Gomes de Siqueira","ata",38,31,9,12,33,7,7,22,5,44,5,0,0,2,0,1,0,1,0,0.815789473684211,0.236842105263158,0.315789473684211,0.868421052631579,0.184210526315789,0.184210526315789,0.578947368421053,0.131578947368421,1.15789473684211,0.131578947368421,0,0,0.0526315789473684,0,0.0263157894736842,0,0.0263157894736842,0
42140,"Felipe Augusto Santana","zag",38,10,2,2,9,1,2,14,0,16,1,3,0,0,0,0,0,0,0,0.263157894736842,0.0526315789473684,0.0526315789473684,0.236842105263158,0.0263157894736842,0.0526315789473684,0.368421052631579,0,0.421052631578947,0.0263157894736842,0.0789473684210526,0,0,0,0,0,0,0
42145,"Egídio de Araújo Pereira Júnior","lat",38,22,4,5,27,1,2,51,4,86,1,8,0,0,0,0,0,0,0,0.578947368421053,0.105263157894737,0.131578947368421,0.710526315789474,0.0263157894736842,0.0526315789473684,1.34210526315789,0.105263157894737,2.26315789473684,0.0263157894736842,0.210526315789474,0,0,0,0,0,0,0
