"AtletaID","nome","posicao","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti","mediaFC","mediaFD","mediaFF","mediaFS","mediaG","mediaI","mediaR","mediaCA","mediaPE","mediaA","mediaJSG","mediaDD","mediaFT","mediaGS","mediaCV","mediaGC","mediaPP","mediaDP"
68685,"Alan Patrick",4,38,17,13,11,46,4,3,21,2,75,5,0,0,0,0,0,0,1,0,0.447368421052632,0.342105263157895,0.289473684210526,1.21052631578947,0.105263157894737,0.0789473684210526,0.552631578947368,0.0526315789473684,1.97368421052632,0.131578947368421,0,0,0,0,0,0,0.0263157894736842,0
68690,"André",5,21,19,2,1,14,1,2,10,4,8,0,0,0,0,0,0,0,0,0,0.904761904761905,0.0952380952380952,0.0476190476190476,0.666666666666667,0.0476190476190476,0.0952380952380952,0.476190476190476,0.19047619047619,0.380952380952381,0,0,0,0,0,0,0,0,0
68697,"Bernardo",4,28,0,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.107142857142857,0,0.0714285714285714,0,0,0,0,0.214285714285714,0,0,0,0,0,0,0,0,0
68698,"Bruno Silva",4,38,58,6,13,27,4,6,58,14,86,2,0,0,1,0,0,1,0,0,1.52631578947368,0.157894736842105,0.342105263157895,0.710526315789474,0.105263157894737,0.157894736842105,1.52631578947368,0.368421052631579,2.26315789473684,0.0526315789473684,0,0,0.0263157894736842,0,0,0.0263157894736842,0,0
68711,"Chiquinho",2,38,4,2,0,4,0,0,4,1,16,0,4,0,0,0,0,0,0,0,0.105263157894737,0.0526315789473684,0,0.105263157894737,0,0,0.105263157894737,0.0263157894736842,0.421052631578947,0,0.105263157894737,0,0,0,0,0,0,0
68723,"Demerson",3,33,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0.0303030303030303,0,0.212121212121212,0,0,0,0,0,0,0,0,0
68725,"Diego Renan",2,38,35,14,19,34,4,1,48,6,128,7,3,0,2,0,1,0,1,0,0.921052631578947,0.368421052631579,0.5,0.894736842105263,0.105263157894737,0.0263157894736842,1.26315789473684,0.157894736842105,3.36842105263158,0.184210526315789,0.0789473684210526,0,0.0526315789473684,0,0.0263157894736842,0,0.0263157894736842,0
68744,"Emerson",5,38,9,2,3,14,0,2,4,3,9,1,0,0,1,0,0,0,0,0,0.236842105263158,0.0526315789473684,0.0789473684210526,0.368421052631579,0,0.0526315789473684,0.105263157894737,0.0789473684210526,0.236842105263158,0.0263157894736842,0,0,0.0263157894736842,0,0,0,0,0
68745,"Vecchio",4,38,2,2,2,4,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.105263157894737,0,0,0.0263157894736842,0.0263157894736842,0.315789473684211,0,0,0,0,0,0,0,0,0
68758,"Fernandinho",5,38,31,5,17,36,3,1,13,1,31,3,0,0,1,0,1,0,0,0,0.815789473684211,0.131578947368421,0.447368421052632,0.947368421052632,0.0789473684210526,0.0263157894736842,0.342105263157895,0.0263157894736842,0.815789473684211,0.0789473684210526,0,0,0.0263157894736842,0,0.0263157894736842,0,0,0
68770,"Camacho",4,38,21,3,4,14,1,0,21,1,27,1,0,0,0,0,0,0,0,0,0.552631578947368,0.0789473684210526,0.105263157894737,0.368421052631579,0.0263157894736842,0,0.552631578947368,0.0263157894736842,0.710526315789474,0.0263157894736842,0,0,0,0,0,0,0,0
68773,"Henrique Almeida",5,38,11,7,2,14,1,3,4,1,7,1,0,0,0,0,0,0,0,0,0.289473684210526,0.184210526315789,0.0526315789473684,0.368421052631579,0.0263157894736842,0.0789473684210526,0.105263157894737,0.0263157894736842,0.184210526315789,0.0263157894736842,0,0,0,0,0,0,0,0
68779,"Johnathan Goiano",5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68807,"Neto Berola",5,35,9,1,2,19,1,3,4,2,12,1,0,0,0,0,0,0,0,0,0.257142857142857,0.0285714285714286,0.0571428571428571,0.542857142857143,0.0285714285714286,0.0857142857142857,0.114285714285714,0.0571428571428571,0.342857142857143,0.0285714285714286,0,0,0,0,0,0,0,0
68808,"Nino Paraíba",2,38,36,9,6,41,0,0,24,2,86,3,9,0,0,0,0,0,0,0,0.947368421052632,0.236842105263158,0.157894736842105,1.07894736842105,0,0,0.631578947368421,0.0526315789473684,2.26315789473684,0.0789473684210526,0.236842105263158,0,0,0,0,0,0,0
68821,"Rafael Galhardo",2,24,4,2,2,10,0,0,4,0,29,0,1,0,0,0,0,0,0,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0.416666666666667,0,0,0.166666666666667,0,1.20833333333333,0,0.0416666666666667,0,0,0,0,0,0,0
68827,"Renato Chaves",3,38,1,0,2,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0.0263157894736842,0,0.0526315789473684,0.0263157894736842,0,0,0.0263157894736842,0,0.0526315789473684,0,0.0526315789473684,0,0,0,0,0,0,0
68834,"Rithely",4,38,67,6,6,47,2,0,70,2,102,1,0,0,1,0,1,0,0,0,1.76315789473684,0.157894736842105,0.157894736842105,1.23684210526316,0.0526315789473684,0,1.84210526315789,0.0526315789473684,2.68421052631579,0.0263157894736842,0,0,0.0263157894736842,0,0.0263157894736842,0,0,0
68872,"Marcelo Lomba",1,25,0,0,0,2,0,0,0,0,4,0,0,7,0,11,0,0,0,0,0,0,0,0.08,0,0,0,0,0.16,0,0,0.28,0,0.44,0,0,0,0
68873,"Paulo Victor",1,38,0,0,0,1,0,0,0,0,7,0,3,10,0,3,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0.184210526315789,0,0.0789473684210526,0.263157894736842,0,0.0789473684210526,0,0,0,0
68881,"Rodrigo Andrade",4,14,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0.0714285714285714,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0
68887,"Gum",3,38,41,4,13,12,2,5,34,5,105,1,11,0,0,0,0,1,0,0,1.07894736842105,0.105263157894737,0.342105263157895,0.315789473684211,0.0526315789473684,0.131578947368421,0.894736842105263,0.131578947368421,2.76315789473684,0.0263157894736842,0.289473684210526,0,0,0,0,0.0263157894736842,0,0
68893,"André Lima",5,38,56,11,11,43,5,9,16,2,62,1,0,0,0,0,0,0,0,0,1.47368421052632,0.289473684210526,0.289473684210526,1.13157894736842,0.131578947368421,0.236842105263158,0.421052631578947,0.0526315789473684,1.63157894736842,0.0263157894736842,0,0,0,0,0,0,0,0
68895,"Wellington",5,24,9,7,5,58,2,12,16,6,51,2,0,0,1,0,0,0,0,0,0.375,0.291666666666667,0.208333333333333,2.41666666666667,0.0833333333333333,0.5,0.666666666666667,0.25,2.125,0.0833333333333333,0,0,0.0416666666666667,0,0,0,0,0
68900,"Geovane Maranhão",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68901,"Rodrigo Pimpão",5,38,21,11,12,9,2,2,16,3,62,1,0,0,0,0,0,0,0,0,0.552631578947368,0.289473684210526,0.315789473684211,0.236842105263158,0.0526315789473684,0.0526315789473684,0.421052631578947,0.0789473684210526,1.63157894736842,0.0263157894736842,0,0,0,0,0,0,0,0
68904,"Vítor",2,38,4,4,2,11,1,1,17,1,33,2,2,0,0,0,0,0,0,0,0.105263157894737,0.105263157894737,0.0526315789473684,0.289473684210526,0.0263157894736842,0.0263157894736842,0.447368421052632,0.0263157894736842,0.868421052631579,0.0526315789473684,0.0526315789473684,0,0,0,0,0,0,0
68907,"Wellington",3,38,0,0,0,4,0,0,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0.105263157894737,0,0,0.0263157894736842,0.0263157894736842,0.236842105263158,0,0.0526315789473684,0,0,0,0,0,0,0
68910,"Anselmo",4,38,41,3,10,15,0,0,31,8,40,0,0,0,0,0,0,0,0,0,1.07894736842105,0.0789473684210526,0.263157894736842,0.394736842105263,0,0,0.815789473684211,0.210526315789474,1.05263157894737,0,0,0,0,0,0,0,0,0
68911,"Diego Souza",4,38,47,21,23,61,14,7,17,5,110,6,0,0,2,0,1,0,1,0,1.23684210526316,0.552631578947368,0.605263157894737,1.60526315789474,0.368421052631579,0.184210526315789,0.447368421052632,0.131578947368421,2.89473684210526,0.157894736842105,0,0,0.0526315789473684,0,0.0263157894736842,0,0.0263157894736842,0
68917,"Vinicius",5,38,15,7,8,22,0,1,3,2,32,2,0,0,0,0,0,0,0,0,0.394736842105263,0.184210526315789,0.210526315789474,0.578947368421053,0,0.0263157894736842,0.0789473684210526,0.0526315789473684,0.842105263157895,0.0526315789473684,0,0,0,0,0,0,0,0
68918,"Bruno Paulo",5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68920,"Dudu",5,38,46,14,14,108,6,9,24,5,134,10,0,0,1,0,0,0,0,0,1.21052631578947,0.368421052631579,0.368421052631579,2.84210526315789,0.157894736842105,0.236842105263158,0.631578947368421,0.131578947368421,3.52631578947368,0.263157894736842,0,0,0.0263157894736842,0,0,0,0,0
68924,"Leandrinho",4,24,6,0,2,4,0,0,6,1,15,0,0,0,0,0,0,0,0,0,0.25,0,0.0833333333333333,0.166666666666667,0,0,0.25,0.0416666666666667,0.625,0,0,0,0,0,0,0,0,0
68925,"Leonardo Silva",3,38,34,4,11,39,1,1,31,4,58,0,8,0,0,0,0,0,0,0,0.894736842105263,0.105263157894737,0.289473684210526,1.02631578947368,0.0263157894736842,0.0263157894736842,0.815789473684211,0.105263157894737,1.52631578947368,0,0.210526315789474,0,0,0,0,0,0,0
68928,"Rafael",1,38,0,0,0,4,0,0,0,1,18,0,8,15,0,14,0,0,0,2,0,0,0,0.105263157894737,0,0,0,0.0263157894736842,0.473684210526316,0,0.210526315789474,0.394736842105263,0,0.368421052631579,0,0,0,0.0526315789473684
68930,"Kieza",5,38,66,19,22,71,9,24,14,9,62,2,0,0,3,0,0,0,1,0,1.73684210526316,0.5,0.578947368421053,1.86842105263158,0.236842105263158,0.631578947368421,0.368421052631579,0.236842105263158,1.63157894736842,0.0526315789473684,0,0,0.0789473684210526,0,0,0,0.0263157894736842,0
68932,"Renan Ribeiro",1,38,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0.0263157894736842,0.0526315789473684,0,0.0263157894736842,0,0,0,0
68938,"Giovanni Augusto",4,38,42,16,11,43,3,5,40,5,130,4,0,0,1,0,1,0,0,0,1.10526315789474,0.421052631578947,0.289473684210526,1.13157894736842,0.0789473684210526,0.131578947368421,1.05263157894737,0.131578947368421,3.42105263157895,0.105263157894737,0,0,0.0263157894736842,0,0.0263157894736842,0,0,0
68950,"Ronaldo Alves",3,31,12,3,4,18,1,0,17,2,37,1,6,0,0,0,0,0,0,0,0.387096774193548,0.0967741935483871,0.129032258064516,0.580645161290323,0.032258064516129,0,0.548387096774194,0.0645161290322581,1.19354838709677,0.032258064516129,0.193548387096774,0,0,0,0,0,0,0
68951,"Josimar",4,38,62,3,11,29,0,1,42,9,61,1,0,0,1,0,0,0,0,0,1.63157894736842,0.0789473684210526,0.289473684210526,0.763157894736842,0,0.0263157894736842,1.10526315789474,0.236842105263158,1.60526315789474,0.0263157894736842,0,0,0.0263157894736842,0,0,0,0,0
68952,"Marinho",5,38,48,26,30,135,12,15,25,8,105,6,0,0,2,0,0,0,0,0,1.26315789473684,0.684210526315789,0.789473684210526,3.55263157894737,0.315789473684211,0.394736842105263,0.657894736842105,0.210526315789474,2.76315789473684,0.157894736842105,0,0,0.0526315789473684,0,0,0,0,0
68953,"Leandro Damião",5,25,14,8,9,14,2,2,6,3,18,1,0,0,0,0,0,0,1,0,0.56,0.32,0.36,0.56,0.08,0.08,0.24,0.12,0.72,0.04,0,0,0,0,0,0,0.04,0
68954,"Marquinhos Gabriel",4,38,20,14,15,57,5,7,33,3,117,3,0,0,0,0,0,0,1,0,0.526315789473684,0.368421052631579,0.394736842105263,1.5,0.131578947368421,0.184210526315789,0.868421052631579,0.0789473684210526,3.07894736842105,0.0789473684210526,0,0,0,0,0,0,0.0263157894736842,0
68956,"Ernandes",4,38,25,1,11,33,0,1,26,3,59,2,0,0,2,0,0,0,0,0,0.657894736842105,0.0263157894736842,0.289473684210526,0.868421052631579,0,0.0263157894736842,0.684210526315789,0.0789473684210526,1.55263157894737,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0,0
68958,"Wallace Reis ",3,38,12,0,2,16,0,1,19,3,17,0,10,0,0,0,0,0,0,0,0.315789473684211,0,0.0526315789473684,0.421052631578947,0,0.0263157894736842,0.5,0.0789473684210526,0.447368421052632,0,0.263157894736842,0,0,0,0,0,0,0
68962,"Arthur Maia",4,38,13,6,4,19,2,0,10,2,38,5,0,0,1,0,0,0,0,0,0.342105263157895,0.157894736842105,0.105263157894737,0.5,0.0526315789473684,0,0.263157894736842,0.0526315789473684,1,0.131578947368421,0,0,0.0263157894736842,0,0,0,0,0
68979,"Giovanni",1,38,0,0,0,0,0,0,0,0,1,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0.210526315789474,0,0.157894736842105,0,0,0,0
68987,"João Vitor",4,38,112,2,6,56,0,0,65,12,95,2,0,0,0,0,0,0,0,0,2.94736842105263,0.0526315789473684,0.157894736842105,1.47368421052632,0,0,1.71052631578947,0.315789473684211,2.5,0.0526315789473684,0,0,0,0,0,0,0,0
69008,"Neto",3,38,9,0,1,5,0,1,9,2,14,0,4,0,0,0,0,0,0,0,0.236842105263158,0,0.0263157894736842,0.131578947368421,0,0.0263157894736842,0.236842105263158,0.0526315789473684,0.368421052631579,0,0.105263157894737,0,0,0,0,0,0,0
69010,"João Carlos",1,38,0,0,0,1,0,0,0,2,5,0,3,17,0,28,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0.0526315789473684,0.131578947368421,0,0.0789473684210526,0.447368421052632,0,0.736842105263158,0,0,0,0
69012,"Santos",1,38,0,0,0,1,0,0,0,1,11,0,2,9,0,6,0,0,0,1,0,0,0,0.0263157894736842,0,0,0,0.0263157894736842,0.289473684210526,0,0.0526315789473684,0.236842105263158,0,0.157894736842105,0,0,0,0.0263157894736842
69014,"Manoel",3,38,9,2,4,19,1,1,10,2,40,0,4,0,0,0,1,1,0,0,0.236842105263158,0.0526315789473684,0.105263157894737,0.5,0.0263157894736842,0.0263157894736842,0.263157894736842,0.0526315789473684,1.05263157894737,0,0.105263157894737,0,0,0,0.0263157894736842,0.0263157894736842,0,0
69018,"Deivid",4,38,20,0,0,18,1,1,20,1,16,1,0,0,1,0,0,0,0,0,0.526315789473684,0,0,0.473684210526316,0.0263157894736842,0.0263157894736842,0.526315789473684,0.0263157894736842,0.421052631578947,0.0263157894736842,0,0,0.0263157894736842,0,0,0,0,0
69022,"Marcelo Cirino",5,38,15,6,14,38,2,5,5,2,50,0,0,0,0,0,0,0,0,0,0.394736842105263,0.157894736842105,0.368421052631579,1,0.0526315789473684,0.131578947368421,0.131578947368421,0.0526315789473684,1.31578947368421,0,0,0,0,0,0,0,0,0
69033,"Tony",4,38,16,3,2,11,0,1,6,1,44,0,0,0,0,0,0,0,0,0,0.421052631578947,0.0789473684210526,0.0526315789473684,0.289473684210526,0,0.0263157894736842,0.157894736842105,0.0263157894736842,1.15789473684211,0,0,0,0,0,0,0,0,0
69040,"Vladimir",1,38,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0.0526315789473684,0,0.0263157894736842,0,0,0,0
69041,"Muriel",1,14,0,0,0,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0.428571428571429,0,0.214285714285714,0,0,0,0
69042,"Ronaldo",3,27,4,0,0,1,0,0,5,1,6,0,1,0,0,0,0,0,0,0,0.148148148148148,0,0,0.037037037037037,0,0,0.185185185185185,0.037037037037037,0.222222222222222,0,0.037037037037037,0,0,0,0,0,0,0
69047,"Paulo Roberto",4,22,17,0,1,17,0,0,31,4,36,0,0,0,0,0,0,0,0,0,0.772727272727273,0,0.0454545454545455,0.772727272727273,0,0,1.40909090909091,0.181818181818182,1.63636363636364,0,0,0,0,0,0,0,0,0
69051,"Danilo Fernandes",1,38,0,0,0,4,0,0,0,2,11,0,8,39,0,24,0,0,0,2,0,0,0,0.105263157894737,0,0,0,0.0526315789473684,0.289473684210526,0,0.210526315789474,1.02631578947368,0,0.631578947368421,0,0,0,0.0526315789473684
69138,"Pablo",5,38,50,14,24,24,9,14,23,5,105,0,0,0,1,0,0,0,0,0,1.31578947368421,0.368421052631579,0.631578947368421,0.631578947368421,0.236842105263158,0.368421052631579,0.605263157894737,0.131578947368421,2.76315789473684,0,0,0,0.0263157894736842,0,0,0,0,0
69177,"Léo",2,38,52,1,3,50,1,0,38,10,106,3,16,0,0,0,1,0,0,0,1.36842105263158,0.0263157894736842,0.0789473684210526,1.31578947368421,0.0263157894736842,0,1,0.263157894736842,2.78947368421053,0.0789473684210526,0.421052631578947,0,0,0,0.0263157894736842,0,0,0
69240,"Dátolo",4,38,2,0,2,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.0526315789473684,0,0,0,0.105263157894737,0,0.0789473684210526,0.0263157894736842,0,0,0,0,0,0,0,0
69282,"Lucas Barrios",5,38,11,2,1,14,1,2,2,1,10,0,0,0,0,0,0,0,0,0,0.289473684210526,0.0526315789473684,0.0263157894736842,0.368421052631579,0.0263157894736842,0.0526315789473684,0.0526315789473684,0.0263157894736842,0.263157894736842,0,0,0,0,0,0,0,0,0
69343,"Mark González",4,27,6,2,2,6,1,0,4,0,15,0,0,0,0,0,0,0,0,0,0.222222222222222,0.0740740740740741,0.0740740740740741,0.222222222222222,0.037037037037037,0,0.148148148148148,0,0.555555555555556,0,0,0,0,0,0,0,0,0
69705,"Nikão",4,38,19,9,7,21,1,4,15,2,63,2,0,0,1,0,0,0,0,0,0.5,0.236842105263158,0.184210526315789,0.552631578947368,0.0263157894736842,0.105263157894737,0.394736842105263,0.0526315789473684,1.65789473684211,0.0526315789473684,0,0,0.0263157894736842,0,0,0,0,0
69782,"Dener Assunção",2,38,32,3,8,26,3,2,33,2,88,0,9,0,0,0,0,0,0,0,0.842105263157895,0.0789473684210526,0.210526315789474,0.684210526315789,0.0789473684210526,0.0526315789473684,0.868421052631579,0.0526315789473684,2.31578947368421,0,0.236842105263158,0,0,0,0,0,0,0
70018,"Nilson",5,19,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.263157894736842,0.0526315789473684,0.0526315789473684,0,0,0,0,0,0.0526315789473684,0.0526315789473684,0,0,0,0,0,0,0,0
70046,"Victor Ferraz",2,38,24,8,3,32,1,5,44,4,128,2,14,0,0,0,0,0,0,0,0.631578947368421,0.210526315789474,0.0789473684210526,0.842105263157895,0.0263157894736842,0.131578947368421,1.15789473684211,0.105263157894737,3.36842105263158,0.0526315789473684,0.368421052631579,0,0,0,0,0,0,0
70057,"Lelê",4,24,20,2,4,9,1,0,4,3,28,0,0,0,0,0,0,0,0,0,0.833333333333333,0.0833333333333333,0.166666666666667,0.375,0.0416666666666667,0,0.166666666666667,0.125,1.16666666666667,0,0,0,0,0,0,0,0,0
70058,"Tiago Real",4,38,32,2,5,25,0,1,11,2,38,0,0,0,0,0,0,0,0,0,0.842105263157895,0.0526315789473684,0.131578947368421,0.657894736842105,0,0.0263157894736842,0.289473684210526,0.0526315789473684,1,0,0,0,0,0,0,0,0,0
70111,"Guilherme Mattis",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70132,"Alan Santos",4,38,31,3,5,7,1,0,14,4,26,0,0,0,0,0,0,0,0,0,0.815789473684211,0.0789473684210526,0.131578947368421,0.184210526315789,0.0263157894736842,0,0.368421052631579,0.105263157894737,0.684210526315789,0,0,0,0,0,0,0,0,0
70162,"Jackson Caucaia",4,38,40,1,1,27,0,0,19,7,26,0,0,0,0,0,0,0,0,0,1.05263157894737,0.0263157894736842,0.0263157894736842,0.710526315789474,0,0,0.5,0.184210526315789,0.684210526315789,0,0,0,0,0,0,0,0,0
70165,"Maranhão",5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70173,"Ederson",4,38,9,4,2,12,1,0,6,2,7,0,0,0,1,0,0,0,0,0,0.236842105263158,0.105263157894737,0.0526315789473684,0.315789473684211,0.0263157894736842,0,0.157894736842105,0.0526315789473684,0.184210526315789,0,0,0,0.0263157894736842,0,0,0,0,0
70216,"Gustavo",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70222,"Sidão",1,35,0,1,0,4,0,0,0,2,13,0,13,44,0,30,0,0,0,2,0,0.0285714285714286,0,0.114285714285714,0,0,0,0.0571428571428571,0.371428571428571,0,0.371428571428571,1.25714285714286,0,0.857142857142857,0,0,0,0.0571428571428571
70317,"Eron",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70360,"Eduardo Sasha",5,38,16,17,17,41,5,8,25,4,75,0,0,0,2,0,0,0,0,0,0.421052631578947,0.447368421052632,0.447368421052632,1.07894736842105,0.131578947368421,0.210526315789474,0.657894736842105,0.105263157894737,1.97368421052632,0,0,0,0.0526315789473684,0,0,0,0,0
70622,"Paulo Bento",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70696,"Fábio Carille",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70742,"Seijas",4,36,19,6,9,36,4,1,9,3,59,0,0,0,0,0,0,0,0,0,0.527777777777778,0.166666666666667,0.25,1,0.111111111111111,0.0277777777777778,0.25,0.0833333333333333,1.63888888888889,0,0,0,0,0,0,0,0,0
70759,"Martinuccio",4,38,2,0,1,3,1,0,1,1,10,1,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.0263157894736842,0.0789473684210526,0.0263157894736842,0,0.0263157894736842,0.0263157894736842,0.263157894736842,0.0263157894736842,0,0,0,0,0,0,0,0
70874,"Rhayner",5,38,27,5,10,38,2,4,27,1,49,4,0,0,0,0,0,0,0,0,0.710526315789474,0.131578947368421,0.263157894736842,1,0.0526315789473684,0.105263157894737,0.710526315789474,0.0263157894736842,1.28947368421053,0.105263157894737,0,0,0,0,0,0,0,0
70916,"Diogo Barbosa",2,38,23,1,2,38,2,2,33,5,84,1,10,0,0,0,0,0,0,0,0.605263157894737,0.0263157894736842,0.0526315789473684,1,0.0526315789473684,0.0526315789473684,0.868421052631579,0.131578947368421,2.21052631578947,0.0263157894736842,0.263157894736842,0,0,0,0,0,0,0
70928,"William Henrique",5,10,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0
70929,"Negueba",5,38,14,6,7,32,2,0,6,5,42,1,0,0,0,0,0,0,0,0,0.368421052631579,0.157894736842105,0.184210526315789,0.842105263157895,0.0526315789473684,0,0.157894736842105,0.131578947368421,1.10526315789474,0.0263157894736842,0,0,0,0,0,0,0,0
70944,"Bruno Henrique",4,21,51,6,9,26,4,1,58,2,50,0,0,0,2,0,0,0,0,0,2.42857142857143,0.285714285714286,0.428571428571429,1.23809523809524,0.19047619047619,0.0476190476190476,2.76190476190476,0.0952380952380952,2.38095238095238,0,0,0,0.0952380952380952,0,0,0,0,0
70958,"Jean Carlos",4,17,1,2,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.117647058823529,0.0588235294117647,0.294117647058824,0,0,0,0,0.235294117647059,0,0,0,0,0,0,0,0,0
70986,"Léo Cittadini",4,38,18,3,0,31,0,1,28,1,32,3,0,0,0,0,0,0,0,0,0.473684210526316,0.0789473684210526,0,0.815789473684211,0,0.0263157894736842,0.736842105263158,0.0263157894736842,0.842105263157895,0.0789473684210526,0,0,0,0,0,0,0,0
70987,"Pablo Diogo",5,12,2,3,3,3,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0.166666666666667,0.25,0.25,0.25,0,0,0.416666666666667,0.0833333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0
71032,"Lucas Zen",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71040,"Felipe Amorim",4,38,4,1,4,12,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0.105263157894737,0.0263157894736842,0.105263157894737,0.315789473684211,0,0,0.0526315789473684,0,0.447368421052632,0,0,0,0,0,0,0,0,0
71043,"Leo",1,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0
71055,"Pato Rodríguez",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71066,"Mancuello",4,38,26,12,9,10,3,1,16,2,38,2,0,0,1,0,1,0,0,0,0.684210526315789,0.315789473684211,0.236842105263158,0.263157894736842,0.0789473684210526,0.0263157894736842,0.421052631578947,0.0526315789473684,1,0.0526315789473684,0,0,0.0263157894736842,0,0.0263157894736842,0,0,0
71116,"Roberto",2,38,15,0,2,18,1,0,15,1,22,2,2,0,0,0,1,0,0,0,0.394736842105263,0,0.0526315789473684,0.473684210526316,0.0263157894736842,0,0.394736842105263,0.0263157894736842,0.578947368421053,0.0526315789473684,0.0526315789473684,0,0,0,0.0263157894736842,0,0,0
71117,"Vander",5,38,21,6,8,37,3,4,14,7,44,1,0,0,0,0,1,0,0,0,0.552631578947368,0.157894736842105,0.210526315789474,0.973684210526316,0.0789473684210526,0.105263157894737,0.368421052631579,0.184210526315789,1.15789473684211,0.0263157894736842,0,0,0,0,0.0263157894736842,0,0,0
71122,"Matheus Menezes",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71123,"Thiago Mendes",4,38,45,7,18,53,2,2,68,8,87,1,0,0,3,0,0,0,0,0,1.18421052631579,0.184210526315789,0.473684210526316,1.39473684210526,0.0526315789473684,0.0526315789473684,1.78947368421053,0.210526315789474,2.28947368421053,0.0263157894736842,0,0,0.0789473684210526,0,0,0,0,0
71162,"Vinícius",4,21,5,9,6,14,1,0,8,4,44,2,0,0,0,0,0,0,0,0,0.238095238095238,0.428571428571429,0.285714285714286,0.666666666666667,0.0476190476190476,0,0.380952380952381,0.19047619047619,2.0952380952381,0.0952380952380952,0,0,0,0,0,0,0,0
